Name,Alternating,Unknotting Number
13a_3650,Y,1
13a_3651,Y,2
13a_3652,Y,[1;2]
13a_3653,Y,[2;3]
13a_3654,Y,[1;2]
13a_3655,Y,1
13a_3656,Y,[1;2]
13a_3657,Y,[1;2]
13a_3658,Y,1
13a_3659,Y,[1;2]
13a_3660,Y,[1;2]
13a_3661,Y,[1;2]
13a_3662,Y,[1;2]
13a_3663,Y,[1;2]
13a_3664,Y,[1;2]
13a_3665,Y,[1;2]
13a_3666,Y,2
13a_3667,Y,[2;3]
13a_3668,Y,[1;2]
13a_3669,Y,[1;2]
13a_3670,Y,[1;2]
13a_3671,Y,1
13a_3672,Y,1
13a_3673,Y,[1;2]
13a_3674,Y,[1;2]
13a_3675,Y,[1;2]
13a_3676,Y,[1;2]
13a_3677,Y,1
13a_3678,Y,[1;2]
13a_3679,Y,[1;2]
13a_3680,Y,1
13a_3681,Y,[1;2]
13a_3682,Y,[1;2]
13a_3683,Y,1
13a_3684,Y,1
13a_3685,Y,[4;5]
13a_3686,Y,[3;4]
13a_3687,Y,[3;4]
13a_3688,Y,[3;4]
13a_3689,Y,[2;3]
13a_3690,Y,[2;3]
13a_3691,Y,[2;3]
13a_3692,Y,[1;3]
13a_3693,Y,[2;4]
13a_3694,Y,[1;3]
13a_3695,Y,[1;2]
13a_3696,Y,[1;2]
13a_3697,Y,3
13a_3698,Y,[2;3]
13a_3699,Y,[1;2]
13a_3700,Y,[1;2]
13a_3701,Y,[1;3]
13a_3702,Y,[1;2]
13a_3703,Y,3
13a_3704,Y,[2;3]
13a_3705,Y,[2;3]
13a_3706,Y,[1;3]
13a_3707,Y,2
13a_3708,Y,1
13a_3709,Y,[1;2]
13a_3710,Y,[1;2]
13a_3711,Y,[1;2]
13a_3712,Y,[4;5]
13a_3713,Y,[3;4]
13a_3714,Y,[4;5]
13a_3715,Y,[3;4]
13a_3716,Y,[2;3]
13a_3717,Y,[1;2]
13a_3718,Y,1
13a_3719,Y,[1;2]
13a_3720,Y,[1;2]
13a_3721,Y,1
13a_3722,Y,[1;2]
13a_3723,Y,[1;2]
13a_3724,Y,[1;2]
13a_3725,Y,[1;2]
13a_3726,Y,1
13a_3727,Y,[2;3]
13a_3728,Y,2
13a_3729,Y,[1;2]
13a_3730,Y,[1;2]
13a_3731,Y,[1;2]
13a_3732,Y,1
13a_3733,Y,2
13a_3734,Y,[1;2]
13a_3735,Y,3
13a_3736,Y,[2;3]
13a_3737,Y,[1;2]
13a_3738,Y,[1;2]
13a_3739,Y,[1;2]
13a_3740,Y,2
13a_3741,Y,[1;2]
13a_3742,Y,1
13a_3743,Y,[1;2]
13a_3744,Y,[1;2]
13a_3745,Y,[1;2]
13a_3746,Y,[1;2]
13a_3747,Y,[1;2]
13a_3748,Y,1
13a_3749,Y,[1;2]
13a_3750,Y,2
13a_3751,Y,[1;2]
13a_3752,Y,[1;2]
13a_3753,Y,2
13a_3754,Y,3
13a_3755,Y,[1;2]
13a_3756,Y,2
13a_3757,Y,2
13a_3758,Y,2
13a_3759,Y,[1;2]
13a_3760,Y,[1;2]
13a_3761,Y,[1;2]
13a_3762,Y,[1;2]
13a_3763,Y,[1;2]
13a_3764,Y,[1;2]
13a_3765,Y,1
13a_3766,Y,[1;2]
13a_3767,Y,[1;2]
13a_3768,Y,[1;2]
13a_3769,Y,1
13a_3770,Y,[1;2]
13a_3771,Y,3
13a_3772,Y,[1;2]
13a_3773,Y,[1;2]
13a_3774,Y,[1;2]
13a_3775,Y,[1;2]
13a_3776,Y,[1;2]
13a_3777,Y,[1;3]
13a_3778,Y,[1;2]
13a_3779,Y,[2;3]
13a_3780,Y,[1;2]
13a_3781,Y,[1;3]
13a_3782,Y,[1;3]
13a_3783,Y,[3;4]
13a_3784,Y,[2;3]
13a_3785,Y,[1;2]
13a_3786,Y,[1;2]
13a_3787,Y,2
13a_3788,Y,3
13a_3789,Y,[1;3]
13a_3790,Y,[1;2]
13a_3791,Y,[1;2]
13a_3792,Y,[1;2]
13a_3793,Y,[1;2]
13a_3794,Y,[1;2]
13a_3795,Y,[1;2]
13a_3796,Y,[1;2]
13a_3797,Y,[1;2]
13a_3798,Y,2
13a_3799,Y,[1;2]
13a_3800,Y,[1;2]
13a_3801,Y,[1;2]
13a_3802,Y,[1;2]
13a_3803,Y,1
13a_3804,Y,[1;2]
13a_3805,Y,[1;2]
13a_3806,Y,[1;2]
13a_3807,Y,[1;2]
13a_3808,Y,[1;3]
13a_3809,Y,[1;2]
13a_3810,Y,[1;3]
13a_3811,Y,[1;2]
13a_3812,Y,[1;2]
13a_3813,Y,[1;3]
13a_3814,Y,[2;3]
13a_3815,Y,[1;2]
13a_3816,Y,2
13a_3817,Y,[1;2]
13a_3818,Y,[1;2]
13a_3819,Y,[1;2]
13a_3820,Y,[1;3]
13a_3821,Y,[1;2]
13a_3822,Y,[1;3]
13a_3823,Y,[2;3]
13a_3824,Y,[1;2]
13a_3825,Y,[1;2]
13a_3826,Y,1
13a_3827,Y,3
13a_3828,Y,2
13a_3829,Y,2
13a_3830,Y,[1;3]
13a_3831,Y,2
13a_3832,Y,[1;2]
13a_3833,Y,[1;3]
13a_3834,Y,[1;2]
13a_3835,Y,[1;2]
13a_3836,Y,1
13a_3837,Y,[1;2]
13a_3838,Y,[1;2]
13a_3839,Y,[1;2]
13a_3840,Y,[1;2]
13a_3841,Y,[1;2]
13a_3842,Y,[1;2]
13a_3843,Y,[1;2]
13a_3844,Y,[1;2]
13a_3845,Y,[2;3]
13a_3846,Y,2
13a_3847,Y,[1;2]
13a_3848,Y,[1;2]
13a_3849,Y,1
13a_3850,Y,2
13a_3851,Y,[1;2]
13a_3852,Y,3
13a_3853,Y,[1;2]
13a_3854,Y,[1;2]
13a_3855,Y,1
13a_3856,Y,[1;2]
13a_3857,Y,2
13a_3858,Y,[1;2]
13a_3859,Y,2
13a_3860,Y,[1;2]
13a_3861,Y,[1;2]
13a_3862,Y,[1;2]
13a_3863,Y,[1;2]
13a_3864,Y,[2;3]
13a_3865,Y,[1;2]
13a_3866,Y,[1;2]
13a_3867,Y,[2;3]
13a_3868,Y,[1;2]
13a_3869,Y,[2;3]
13a_3870,Y,[1;2]
13a_3871,Y,[1;3]
13a_3872,Y,[2;3]
13a_3873,Y,[1;2]
13a_3874,Y,[2;3]
13a_3875,Y,1
13a_3876,Y,[1;2]
13a_3877,Y,2
13a_3878,Y,1
13a_3879,Y,2
13a_3880,Y,[1;2]
13a_3881,Y,[1;2]
13a_3882,Y,2
13a_3883,Y,[1;2]
13a_3884,Y,[1;2]
13a_3885,Y,[1;2]
13a_3886,Y,[1;2]
13a_3887,Y,1
13a_3888,Y,3
13a_3889,Y,[1;2]
13a_3890,Y,[1;2]
13a_3891,Y,2
13a_3892,Y,3
13a_3893,Y,2
13a_3894,Y,[1;2]
13a_3895,Y,2
13a_3896,Y,3
13a_3897,Y,1
13a_3898,Y,2
13a_3899,Y,4
13a_3900,Y,3
13a_3901,Y,3
13a_3902,Y,[2;3]
13a_3903,Y,2
13a_3904,Y,2
13a_3905,Y,[1;2]
13a_3906,Y,[1;2]
13a_3907,Y,1
13a_3908,Y,[1;2]
13a_3909,Y,[1;2]
13a_3910,Y,[1;2]
13a_3911,Y,1
13a_3912,Y,[1;2]
13a_3913,Y,[1;2]
13a_3914,Y,[1;3]
13a_3915,Y,2
13a_3916,Y,[1;2]
13a_3917,Y,1
13a_3918,Y,[1;2]
13a_3919,Y,[1;2]
13a_3920,Y,[1;2]
13a_3921,Y,1
13a_3922,Y,[2;3]
13a_3923,Y,[1;3]
13a_3924,Y,2
13a_3925,Y,[1;2]
13a_3926,Y,[1;2]
13a_3927,Y,[1;2]
13a_3928,Y,1
13a_3929,Y,[1;2]
13a_3930,Y,[1;2]
13a_3931,Y,[1;2]
13a_3932,Y,[1;2]
13a_3933,Y,[1;2]
13a_3934,Y,[1;2]
13a_3935,Y,[1;3]
13a_3936,Y,[1;2]
13a_3937,Y,[1;2]
13a_3938,Y,2
13a_3939,Y,1
13a_3940,Y,[1;2]
13a_3941,Y,2
13a_3942,Y,[1;2]
13a_3943,Y,[2;3]
13a_3944,Y,[1;2]
13a_3945,Y,[1;3]
13a_3946,Y,[1;2]
13a_3947,Y,[1;2]
13a_3948,Y,[1;3]
13a_3949,Y,[1;2]
13a_3950,Y,[1;3]
13a_3951,Y,2
13a_3952,Y,1
13a_3953,Y,[1;2]
13a_3954,Y,2
13a_3955,Y,1
13a_3956,Y,[1;2]
13a_3957,Y,[1;2]
13a_3958,Y,2
13a_3959,Y,[1;2]
13a_3960,Y,3
13a_3961,Y,3
13a_3962,Y,[3;4]
13a_3963,Y,[2;3]
13a_3964,Y,3
13a_3965,Y,3
13a_3966,Y,2
13a_3967,Y,2
13a_3968,Y,2
13a_3969,Y,[1;2]
13a_3970,Y,[1;2]
13a_3971,Y,[3;4]
13a_3972,Y,[1;2]
13a_3973,Y,[1;2]
13a_3974,Y,3
13a_3975,Y,[2;3]
13a_3976,Y,[2;3]
13a_3977,Y,[1;2]
13a_3978,Y,[1;2]
13a_3979,Y,3
13a_3980,Y,[2;3]
13a_3981,Y,[2;3]
13a_3982,Y,2
13a_3983,Y,[1;2]
13a_3984,Y,[1;2]
13a_3985,Y,[1;2]
13a_3986,Y,[1;2]
13a_3987,Y,[1;3]
13a_3988,Y,[1;3]
13a_3989,Y,[1;3]
13a_3990,Y,[1;2]
13a_3991,Y,1
13a_3992,Y,2
13a_3993,Y,[1;2]
13a_3994,Y,[1;2]
13a_3995,Y,[1;2]
13a_3996,Y,[1;2]
13a_3997,Y,[1;2]
13a_3998,Y,[1;2]
13a_3999,Y,[1;2]
13a_4000,Y,[1;2]
13a_4001,Y,2
13a_4002,Y,[1;2]
13a_4003,Y,2
13a_4004,Y,[1;2]
13a_4005,Y,[1;2]
13a_4006,Y,2
13a_4007,Y,[1;2]
13a_4008,Y,1
13a_4009,Y,[1;2]
13a_4010,Y,1
13a_4011,Y,2
13a_4012,Y,[1;2]
13a_4013,Y,2
13a_4014,Y,[1;2]
13a_4015,Y,[1;2]
13a_4016,Y,[2;3]
13a_4017,Y,[1;2]
13a_4018,Y,1
13a_4019,Y,1
13a_4020,Y,[1;2]
13a_4021,Y,[1;2]
13a_4022,Y,[1;2]
13a_4023,Y,1
13a_4024,Y,[1;2]
13a_4025,Y,[2;3]
13a_4026,Y,[1;2]
13a_4027,Y,[1;2]
13a_4028,Y,[1;2]
13a_4029,Y,[1;2]
13a_4030,Y,[1;3]
13a_4031,Y,[1;2]
13a_4032,Y,[1;2]
13a_4033,Y,[1;3]
13a_4034,Y,[1;2]
13a_4035,Y,[1;2]
13a_4036,Y,[1;2]
13a_4037,Y,1
13a_4038,Y,[1;2]
13a_4039,Y,[1;2]
13a_4040,Y,[1;2]
13a_4041,Y,3
13a_4042,Y,2
13a_4043,Y,[1;2]
13a_4044,Y,1
13a_4045,Y,[1;2]
13a_4046,Y,[1;2]
13a_4047,Y,[1;2]
13a_4048,Y,[1;2]
13a_4049,Y,[1;2]
13a_4050,Y,[1;2]
13a_4051,Y,[1;2]
13a_4052,Y,[1;2]
13a_4053,Y,[1;2]
13a_4054,Y,[3;4]
13a_4055,Y,[1;3]
13a_4056,Y,[1;3]
13a_4057,Y,[2;3]
13a_4058,Y,2
13a_4059,Y,[1;2]
13a_4060,Y,2
13a_4061,Y,1
13a_4062,Y,1
13a_4063,Y,[1;2]
13a_4064,Y,1
13a_4065,Y,[1;2]
13a_4066,Y,[1;2]
13a_4067,Y,[1;2]
13a_4068,Y,[4;5]
13a_4069,Y,[3;4]
13a_4070,Y,[1;3]
13a_4071,Y,[1;2]
13a_4072,Y,[1;3]
13a_4073,Y,[1;2]
13a_4074,Y,[1;2]
13a_4075,Y,[1;2]
13a_4076,Y,[1;2]
13a_4077,Y,[1;2]
13a_4078,Y,[1;2]
13a_4079,Y,[1;2]
13a_4080,Y,[2;3]
13a_4081,Y,[1;2]
13a_4082,Y,[1;2]
13a_4083,Y,4
13a_4084,Y,3
13a_4085,Y,[4;5]
13a_4086,Y,[3;4]
13a_4087,Y,[3;4]
13a_4088,Y,[2;4]
13a_4089,Y,[1;2]
13a_4090,Y,3
13a_4091,Y,[2;3]
13a_4092,Y,[1;2]
13a_4093,Y,[2;3]
13a_4094,Y,1
13a_4095,Y,[3;4]
13a_4096,Y,[2;3]
13a_4097,Y,[1;3]
13a_4098,Y,[1;3]
13a_4099,Y,[3;4]
13a_4100,Y,1
13a_4101,Y,[2;3]
13a_4102,Y,[1;3]
13a_4103,Y,[1;2]
13a_4104,Y,[2;3]
13a_4105,Y,[3;4]
13a_4106,Y,[2;3]
13a_4107,Y,2
13a_4108,Y,[2;3]
13a_4109,Y,[1;2]
13a_4110,Y,1
13a_4111,Y,2
13a_4112,Y,1
13a_4113,Y,[2;3]
13a_4114,Y,[2;3]
13a_4115,Y,[1;2]
13a_4116,Y,[1;2]
13a_4117,Y,2
13a_4118,Y,[1;2]
13a_4119,Y,[1;2]
13a_4120,Y,[2;3]
13a_4121,Y,1
13a_4122,Y,[1;2]
13a_4123,Y,[2;3]
13a_4124,Y,1
13a_4125,Y,[1;2]
13a_4126,Y,[1;3]
13a_4127,Y,[1;3]
13a_4128,Y,[1;2]
13a_4129,Y,[1;2]
13a_4130,Y,[1;2]
13a_4131,Y,[1;2]
13a_4132,Y,[1;2]
13a_4133,Y,[1;2]
13a_4134,Y,[2;3]
13a_4135,Y,[1;2]
13a_4136,Y,1
13a_4137,Y,[1;2]
13a_4138,Y,[1;2]
13a_4139,Y,[1;2]
13a_4140,Y,[1;2]
13a_4141,Y,[1;2]
13a_4142,Y,[1;2]
13a_4143,Y,1
13a_4144,Y,2
13a_4145,Y,[1;2]
13a_4146,Y,[1;2]
13a_4147,Y,2
13a_4148,Y,1
13a_4149,Y,[1;2]
13a_4150,Y,[1;2]
13a_4151,Y,[1;2]
13a_4152,Y,1
13a_4153,Y,[2;3]
13a_4154,Y,[1;3]
13a_4155,Y,[2;3]
13a_4156,Y,[2;3]
13a_4157,Y,[1;2]
13a_4158,Y,[1;2]
13a_4159,Y,1
13a_4160,Y,[1;2]
13a_4161,Y,[1;2]
13a_4162,Y,[1;2]
13a_4163,Y,[1;2]
13a_4164,Y,2
13a_4165,Y,[1;2]
13a_4166,Y,[1;3]
13a_4167,Y,[1;2]
13a_4168,Y,[1;2]
13a_4169,Y,[1;2]
13a_4170,Y,[1;2]
13a_4171,Y,3
13a_4172,Y,2
13a_4173,Y,[1;2]
13a_4174,Y,2
13a_4175,Y,[1;2]
13a_4176,Y,1
13a_4177,Y,[1;2]
13a_4178,Y,[1;2]
13a_4179,Y,[1;2]
13a_4180,Y,[1;2]
13a_4181,Y,[1;2]
13a_4182,Y,[1;2]
13a_4183,Y,[1;2]
13a_4184,Y,[1;2]
13a_4185,Y,[2;3]
13a_4186,Y,[1;2]
13a_4187,Y,1
13a_4188,Y,[2;3]
13a_4189,Y,[1;2]
13a_4190,Y,[3;4]
13a_4191,Y,[2;3]
13a_4192,Y,2
13a_4193,Y,[2;3]
13a_4194,Y,2
13a_4195,Y,[3;4]
13a_4196,Y,[2;4]
13a_4197,Y,[1;2]
13a_4198,Y,[2;3]
13a_4199,Y,[1;2]
13a_4200,Y,[2;3]
13a_4201,Y,3
13a_4202,Y,[2;3]
13a_4203,Y,[2;3]
13a_4204,Y,[1;2]
13a_4205,Y,[1;2]
13a_4206,Y,3
13a_4207,Y,[2;3]
13a_4208,Y,[1;3]
13a_4209,Y,[1;2]
13a_4210,Y,1
13a_4211,Y,[1;2]
13a_4212,Y,[4;5]
13a_4213,Y,[3;4]
13a_4214,Y,[2;4]
13a_4215,Y,[3;4]
13a_4216,Y,[2;3]
13a_4217,Y,[3;4]
13a_4218,Y,2
13a_4219,Y,2
13a_4220,Y,[1;2]
13a_4221,Y,[1;2]
13a_4222,Y,[1;2]
13a_4223,Y,[1;2]
13a_4224,Y,[1;2]
13a_4225,Y,[1;2]
13a_4226,Y,[1;2]
13a_4227,Y,[1;2]
13a_4228,Y,1
13a_4229,Y,[1;2]
13a_4230,Y,[2;3]
13a_4231,Y,[2;3]
13a_4232,Y,[2;3]
13a_4233,Y,[2;4]
13a_4234,Y,[1;3]
13a_4235,Y,[1;2]
13a_4236,Y,[1;2]
13a_4237,Y,[1;2]
13a_4238,Y,[1;2]
13a_4239,Y,2
13a_4240,Y,[1;3]
13a_4241,Y,[1;3]
13a_4242,Y,[1;2]
13a_4243,Y,[1;2]
13a_4244,Y,[1;2]
13a_4245,Y,[1;3]
13a_4246,Y,[1;2]
13a_4247,Y,[1;2]
13a_4248,Y,[1;2]
13a_4249,Y,[1;2]
13a_4250,Y,[1;2]
13a_4251,Y,[1;2]
13a_4252,Y,2
13a_4253,Y,[1;2]
13a_4254,Y,[1;2]
13a_4255,Y,[1;2]
13a_4256,Y,[1;2]
13a_4257,Y,1
13a_4258,Y,[1;2]
13a_4259,Y,3
13a_4260,Y,[1;2]
13a_4261,Y,[1;2]
13a_4262,Y,[1;2]
13a_4263,Y,[1;2]
13a_4264,Y,1
13a_4265,Y,[1;2]
13a_4266,Y,[1;2]
13a_4267,Y,2
13a_4268,Y,[1;2]
13a_4269,Y,[1;2]
13a_4270,Y,2
13a_4271,Y,1
13a_4272,Y,[1;2]
13a_4273,Y,3
13a_4274,Y,2
13a_4275,Y,[2;3]
13a_4276,Y,[1;2]
13a_4277,Y,1
13a_4278,Y,[1;3]
13a_4279,Y,[1;2]
13a_4280,Y,[1;2]
13a_4281,Y,[2;3]
13a_4282,Y,[1;2]
13a_4283,Y,[1;2]
13a_4284,Y,1
13a_4285,Y,[1;2]
13a_4286,Y,[1;2]
13a_4287,Y,[1;2]
13a_4288,Y,[1;2]
13a_4289,Y,[1;2]
13a_4290,Y,[1;3]
13a_4291,Y,2
13a_4292,Y,3
13a_4293,Y,[2;3]
13a_4294,Y,[1;2]
13a_4295,Y,[1;2]
13a_4296,Y,[1;2]
13a_4297,Y,3
13a_4298,Y,2
13a_4299,Y,1
13a_4300,Y,1
13a_4301,Y,[1;2]
13a_4302,Y,4
13a_4303,Y,[3;4]
13a_4304,Y,[2;4]
13a_4305,Y,2
13a_4306,Y,3
13a_4307,Y,1
13a_4308,Y,2
13a_4309,Y,[1;2]
13a_4310,Y,[2;3]
13a_4311,Y,[1;2]
13a_4312,Y,4
13a_4313,Y,3
13a_4314,Y,3
13a_4315,Y,2
13a_4316,Y,4
13a_4317,Y,3
13a_4318,Y,3
13a_4319,Y,[1;2]
13a_4320,Y,[2;3]
13a_4321,Y,3
13a_4322,Y,[2;3]
13a_4323,Y,3
13a_4324,Y,2
13a_4325,Y,2
13a_4326,Y,[2;3]
13a_4327,Y,4
13a_4328,Y,3
13a_4329,Y,3
13a_4330,Y,2
13a_4331,Y,4
13a_4332,Y,[3;4]
13a_4333,Y,2
13a_4334,Y,1
13a_4335,Y,2
13a_4336,Y,[2;3]
13a_4337,Y,[1;3]
13a_4338,Y,[1;3]
13a_4339,Y,1
13a_4340,Y,[1;2]
13a_4341,Y,[2;3]
13a_4342,Y,[1;2]
13a_4343,Y,[1;2]
13a_4344,Y,[1;2]
13a_4345,Y,[1;3]
13a_4346,Y,2
13a_4347,Y,[1;2]
13a_4348,Y,2
13a_4349,Y,1
13a_4350,Y,1
13a_4351,Y,[1;3]
13a_4352,Y,[1;2]
13a_4353,Y,[1;2]
13a_4354,Y,[1;3]
13a_4355,Y,1
13a_4356,Y,[1;2]
13a_4357,Y,[1;3]
13a_4358,Y,2
13a_4359,Y,[1;2]
13a_4360,Y,[1;3]
13a_4361,Y,[1;2]
13a_4362,Y,[1;2]
13a_4363,Y,[1;2]
13a_4364,Y,[1;2]
13a_4365,Y,3
13a_4366,Y,[3;4]
13a_4367,Y,1
13a_4368,Y,[4;5]
13a_4369,Y,[3;4]
13a_4370,Y,[1;3]
13a_4371,Y,1
13a_4372,Y,[1;2]
13a_4373,Y,[1;2]
13a_4374,Y,[1;3]
13a_4375,Y,[1;2]
13a_4376,Y,[1;2]
13a_4377,Y,[1;2]
13a_4378,Y,[1;2]
13a_4379,Y,4
13a_4380,Y,[3;4]
13a_4381,Y,[4;5]
13a_4382,Y,[3;4]
13a_4383,Y,[3;4]
13a_4384,Y,3
13a_4385,Y,[2;3]
13a_4386,Y,4
13a_4387,Y,3
13a_4388,Y,[3;4]
13a_4389,Y,[1;3]
13a_4390,Y,[2;3]
13a_4391,Y,2
13a_4392,Y,[2;3]
13a_4393,Y,[1;2]
13a_4394,Y,[1;2]
13a_4395,Y,[3;4]
13a_4396,Y,[2;3]
13a_4397,Y,2
13a_4398,Y,[1;2]
13a_4399,Y,[1;2]
13a_4400,Y,[1;2]
13a_4401,Y,[1;3]
13a_4402,Y,1
13a_4403,Y,[1;3]
13a_4404,Y,2
13a_4405,Y,1
13a_4406,Y,2
13a_4407,Y,[1;3]
13a_4408,Y,[1;2]
13a_4409,Y,[1;2]
13a_4410,Y,[1;2]
13a_4411,Y,[1;2]
13a_4412,Y,1
13a_4413,Y,1
13a_4414,Y,[2;3]
13a_4415,Y,[1;3]
13a_4416,Y,[1;2]
13a_4417,Y,[1;2]
13a_4418,Y,1
13a_4419,Y,[1;2]
13a_4420,Y,[1;2]
13a_4421,Y,[2;3]
13a_4422,Y,[1;2]
13a_4423,Y,[1;2]
13a_4424,Y,[1;2]
13a_4425,Y,2
13a_4426,Y,1
13a_4427,Y,[1;2]
13a_4428,Y,[1;2]
13a_4429,Y,[1;2]
13a_4430,Y,[1;2]
13a_4431,Y,[1;2]
13a_4432,Y,3
13a_4433,Y,[1;2]
13a_4434,Y,3
13a_4435,Y,2
13a_4436,Y,2
13a_4437,Y,1
13a_4438,Y,2
13a_4439,Y,[1;2]
13a_4440,Y,[1;2]
13a_4441,Y,[1;2]
13a_4442,Y,[1;2]
13a_4443,Y,[1;2]
13a_4444,Y,[1;2]
13a_4445,Y,[1;2]
13a_4446,Y,1
13a_4447,Y,[1;2]
13a_4448,Y,[1;2]
13a_4449,Y,[1;3]
13a_4450,Y,[1;2]
13a_4451,Y,[1;3]
13a_4452,Y,[1;2]
13a_4453,Y,[3;4]
13a_4454,Y,[2;4]
13a_4455,Y,1
13a_4456,Y,1
13a_4457,Y,[1;2]
13a_4458,Y,[1;2]
13a_4459,Y,[3;4]
13a_4460,Y,2
13a_4461,Y,[2;3]
13a_4462,Y,[1;2]
13a_4463,Y,[1;2]
13a_4464,Y,[3;4]
13a_4465,Y,[2;3]
13a_4466,Y,[1;2]
13a_4467,Y,2
13a_4468,Y,[2;3]
13a_4469,Y,[1;2]
13a_4470,Y,[1;2]
13a_4471,Y,[1;2]
13a_4472,Y,[1;2]
13a_4473,Y,[1;2]
13a_4474,Y,[1;2]
13a_4475,Y,1
13a_4476,Y,2
13a_4477,Y,[1;2]
13a_4478,Y,[2;3]
13a_4479,Y,[1;2]
13a_4480,Y,[1;2]
13a_4481,Y,[1;2]
13a_4482,Y,[1;2]
13a_4483,Y,[2;3]
13a_4484,Y,[1;2]
13a_4485,Y,[1;2]
13a_4486,Y,1
13a_4487,Y,2
13a_4488,Y,3
13a_4489,Y,2
13a_4490,Y,2
13a_4491,Y,[1;2]
13a_4492,Y,[3;4]
13a_4493,Y,[2;4]
13a_4494,Y,[1;2]
13a_4495,Y,[1;2]
13a_4496,Y,[1;2]
13a_4497,Y,[1;2]
13a_4498,Y,[1;3]
13a_4499,Y,[1;3]
13a_4500,Y,[1;2]
13a_4501,Y,1
13a_4502,Y,[1;3]
13a_4503,Y,[1;2]
13a_4504,Y,[1;2]
13a_4505,Y,1
13a_4506,Y,2
13a_4507,Y,[1;2]
13a_4508,Y,[2;3]
13a_4509,Y,3
13a_4510,Y,[2;3]
13a_4511,Y,2
13a_4512,Y,[1;2]
13a_4513,Y,[1;2]
13a_4514,Y,2
13a_4515,Y,[1;3]
13a_4516,Y,[1;2]
13a_4517,Y,[1;2]
13a_4518,Y,[1;2]
13a_4519,Y,2
13a_4520,Y,[1;2]
13a_4521,Y,[2;3]
13a_4522,Y,[1;3]
13a_4523,Y,1
13a_4524,Y,[1;2]
13a_4525,Y,[1;2]
13a_4526,Y,[1;2]
13a_4527,Y,3
13a_4528,Y,2
13a_4529,Y,2
13a_4530,Y,2
13a_4531,Y,[1;2]
13a_4532,Y,[1;2]
13a_4533,Y,[1;2]
13a_4534,Y,2
13a_4535,Y,[1;2]
13a_4536,Y,[1;2]
13a_4537,Y,[1;3]
13a_4538,Y,3
13a_4539,Y,2
13a_4540,Y,2
13a_4541,Y,[1;2]
13a_4542,Y,[1;2]
13a_4543,Y,[1;2]
13a_4544,Y,[1;2]
13a_4545,Y,[1;2]
13a_4546,Y,1
13a_4547,Y,5
13a_4548,Y,4
13a_4549,Y,4
13a_4550,Y,[4;5]
13a_4551,Y,[3;4]
13a_4552,Y,[3;4]
13a_4553,Y,[3;4]
13a_4554,Y,[2;4]
13a_4555,Y,3
13a_4556,Y,[2;3]
13a_4557,Y,[1;2]
13a_4558,Y,5
13a_4559,Y,4
13a_4560,Y,4
13a_4561,Y,3
13a_4562,Y,[4;5]
13a_4563,Y,[3;4]
13a_4564,Y,[3;4]
13a_4565,Y,[2;3]
13a_4566,Y,4
13a_4567,Y,[3;4]
13a_4568,Y,4
13a_4569,Y,[3;4]
13a_4570,Y,3
13a_4571,Y,[2;3]
13a_4572,Y,2
13a_4573,Y,2
13a_4574,Y,3
13a_4575,Y,2
13a_4576,Y,3
13a_4577,Y,2
13a_4578,Y,1
13a_4579,Y,[2;3]
13a_4580,Y,[2;3]
13a_4581,Y,[1;2]
13a_4582,Y,1
13a_4583,Y,[1;2]
13a_4584,Y,2
13a_4585,Y,[1;2]
13a_4586,Y,1
13a_4587,Y,[1;2]
13a_4588,Y,[1;2]
13a_4589,Y,[2;3]
13a_4590,Y,[1;3]
13a_4591,Y,[1;3]
13a_4592,Y,[1;2]
13a_4593,Y,[1;3]
13a_4594,Y,1
13a_4595,Y,3
13a_4596,Y,[1;2]
13a_4597,Y,[1;2]
13a_4598,Y,[1;2]
13a_4599,Y,[2;3]
13a_4600,Y,[1;2]
13a_4601,Y,[1;2]
13a_4602,Y,[1;3]
13a_4603,Y,[1;2]
13a_4604,Y,[1;2]
13a_4605,Y,1
13a_4606,Y,[1;2]
13a_4607,Y,3
13a_4608,Y,[2;3]
13a_4609,Y,[2;3]
13a_4610,Y,[1;2]
13a_4611,Y,[1;2]
13a_4612,Y,[1;2]
13a_4613,Y,[1;2]
13a_4614,Y,2
13a_4615,Y,[1;2]
13a_4616,Y,[1;2]
13a_4617,Y,[2;3]
13a_4618,Y,[1;2]
13a_4619,Y,[1;2]
13a_4620,Y,1
13a_4621,Y,[1;2]
13a_4622,Y,[3;4]
13a_4623,Y,[3;4]
13a_4624,Y,[2;3]
13a_4625,Y,[1;2]
13a_4626,Y,[2;3]
13a_4627,Y,[1;2]
13a_4628,Y,1
13a_4629,Y,[1;2]
13a_4630,Y,[1;2]
13a_4631,Y,[1;3]
13a_4632,Y,[1;2]
13a_4633,Y,[2;3]
13a_4634,Y,[1;3]
13a_4635,Y,1
13a_4636,Y,[2;3]
13a_4637,Y,[1;2]
13a_4638,Y,[1;2]
13a_4639,Y,[1;2]
13a_4640,Y,[1;2]
13a_4641,Y,[1;2]
13a_4642,Y,[1;2]
13a_4643,Y,3
13a_4644,Y,[1;2]
13a_4645,Y,[2;3]
13a_4646,Y,[2;3]
13a_4647,Y,[1;3]
13a_4648,Y,[1;3]
13a_4649,Y,[1;2]
13a_4650,Y,[1;3]
13a_4651,Y,[2;3]
13a_4652,Y,[1;2]
13a_4653,Y,2
13a_4654,Y,[1;3]
13a_4655,Y,[2;3]
13a_4656,Y,[2;3]
