Name,Alternating,Unknotting Number
13a_758,Y,[1;2]
13a_759,Y,[1;2]
13a_760,Y,[1;2]
13a_761,Y,1
13a_762,Y,1
13a_763,Y,[1;2]
13a_764,Y,[1;2]
13a_765,Y,[1;2]
13a_766,Y,[1;2]
13a_767,Y,[1;2]
13a_768,Y,[1;2]
13a_769,Y,[1;2]
13a_770,Y,2
13a_771,Y,[1;2]
13a_772,Y,1
13a_773,Y,1
13a_774,Y,[1;2]
13a_775,Y,2
13a_776,Y,[1;2]
13a_777,Y,[1;2]
13a_778,Y,1
13a_779,Y,[1;2]
13a_780,Y,2
13a_781,Y,[1;2]
13a_782,Y,[1;2]
13a_783,Y,2
13a_784,Y,[1;2]
13a_785,Y,[1;2]
13a_786,Y,[1;2]
13a_787,Y,[1;2]
13a_788,Y,1
13a_789,Y,[1;2]
13a_790,Y,2
13a_791,Y,[1;3]
13a_792,Y,[1;2]
13a_793,Y,[1;2]
13a_794,Y,1
13a_795,Y,[1;2]
13a_796,Y,[2;3]
13a_797,Y,[1;2]
13a_798,Y,[2;3]
13a_799,Y,[1;2]
13a_800,Y,[1;3]
13a_801,Y,[1;2]
13a_802,Y,[1;2]
13a_803,Y,3
13a_804,Y,2
13a_805,Y,[1;2]
13a_806,Y,1
13a_807,Y,[1;2]
13a_808,Y,[1;2]
13a_809,Y,3
13a_810,Y,[1;2]
13a_811,Y,[1;3]
13a_812,Y,3
13a_813,Y,[1;3]
13a_814,Y,[1;2]
13a_815,Y,[1;2]
13a_816,Y,2
13a_817,Y,[1;2]
13a_818,Y,1
13a_819,Y,[2;3]
13a_820,Y,[1;2]
13a_821,Y,1
13a_822,Y,[1;2]
13a_823,Y,2
13a_824,Y,1
13a_825,Y,[3;4]
13a_826,Y,[2;3]
13a_827,Y,[1;2]
13a_828,Y,[2;3]
13a_829,Y,[1;2]
13a_830,Y,[1;2]
13a_831,Y,1
13a_832,Y,1
13a_833,Y,[1;2]
13a_834,Y,1
13a_835,Y,[2;3]
13a_836,Y,1
13a_837,Y,[1;2]
13a_838,Y,[1;2]
13a_839,Y,[1;2]
13a_840,Y,[1;2]
13a_841,Y,1
13a_842,Y,[1;2]
13a_843,Y,1
13a_844,Y,[1;2]
13a_845,Y,2
13a_846,Y,1
13a_847,Y,[1;2]
13a_848,Y,[1;2]
13a_849,Y,[1;2]
13a_850,Y,[1;2]
13a_851,Y,[1;2]
13a_852,Y,[1;2]
13a_853,Y,[1;2]
13a_854,Y,2
13a_855,Y,[1;2]
13a_856,Y,[1;2]
13a_857,Y,1
13a_858,Y,3
13a_859,Y,[2;3]
13a_860,Y,2
13a_861,Y,[2;3]
13a_862,Y,[1;3]
13a_863,Y,[1;3]
13a_864,Y,[1;2]
13a_865,Y,4
13a_866,Y,3
13a_867,Y,4
13a_868,Y,3
13a_869,Y,2
13a_870,Y,1
13a_871,Y,[1;2]
13a_872,Y,[1;2]
13a_873,Y,2
13a_874,Y,[1;2]
13a_875,Y,[1;2]
13a_876,Y,[1;2]
13a_877,Y,2
13a_878,Y,[1;2]
13a_879,Y,[1;2]
13a_880,Y,[1;2]
13a_881,Y,[1;2]
13a_882,Y,1
13a_883,Y,1
13a_884,Y,[1;2]
13a_885,Y,1
13a_886,Y,[1;2]
13a_887,Y,2
13a_888,Y,3
13a_889,Y,2
13a_890,Y,[1;2]
13a_891,Y,[1;2]
13a_892,Y,[1;2]
13a_893,Y,3
13a_894,Y,[1;2]
13a_895,Y,[2;3]
13a_896,Y,[2;3]
13a_897,Y,[1;2]
13a_898,Y,[1;2]
13a_899,Y,[1;2]
13a_900,Y,[1;2]
13a_901,Y,[2;3]
13a_902,Y,1
13a_903,Y,[1;2]
13a_904,Y,2
13a_905,Y,[1;2]
13a_906,Y,[1;3]
13a_907,Y,[1;2]
13a_908,Y,[1;3]
13a_909,Y,[1;2]
13a_910,Y,[2;3]
13a_911,Y,[1;2]
13a_912,Y,[1;2]
13a_913,Y,[1;2]
13a_914,Y,[1;2]
13a_915,Y,[1;2]
13a_916,Y,[1;3]
13a_917,Y,[1;2]
13a_918,Y,[1;2]
13a_919,Y,[1;2]
13a_920,Y,2
13a_921,Y,[1;2]
13a_922,Y,[1;3]
13a_923,Y,[1;2]
13a_924,Y,[1;2]
13a_925,Y,[1;2]
13a_926,Y,[1;2]
13a_927,Y,[1;2]
13a_928,Y,[1;2]
13a_929,Y,[1;3]
13a_930,Y,2
13a_931,Y,[1;2]
13a_932,Y,[3;4]
13a_933,Y,[2;3]
13a_934,Y,[1;2]
13a_935,Y,[1;2]
13a_936,Y,2
13a_937,Y,1
13a_938,Y,[1;2]
13a_939,Y,[1;2]
13a_940,Y,[1;2]
13a_941,Y,[1;2]
13a_942,Y,[1;2]
13a_943,Y,[1;2]
13a_944,Y,1
13a_945,Y,[1;2]
13a_946,Y,[1;2]
13a_947,Y,[1;2]
13a_948,Y,[1;2]
13a_949,Y,[1;2]
13a_950,Y,2
13a_951,Y,[1;2]
13a_952,Y,[1;2]
13a_953,Y,[1;3]
13a_954,Y,[1;2]
13a_955,Y,[1;2]
13a_956,Y,2
13a_957,Y,1
13a_958,Y,[1;2]
13a_959,Y,[1;3]
13a_960,Y,[1;3]
13a_961,Y,[1;2]
13a_962,Y,2
13a_963,Y,2
13a_964,Y,[1;2]
13a_965,Y,[1;3]
13a_966,Y,[1;2]
13a_967,Y,[1;2]
13a_968,Y,[1;2]
13a_969,Y,[1;2]
13a_970,Y,[1;2]
13a_971,Y,[1;3]
13a_972,Y,2
13a_973,Y,[1;2]
13a_974,Y,[1;2]
13a_975,Y,[2;3]
13a_976,Y,[2;3]
13a_977,Y,1
13a_978,Y,[1;2]
13a_979,Y,2
13a_980,Y,[1;2]
13a_981,Y,2
13a_982,Y,[1;2]
13a_983,Y,[2;3]
13a_984,Y,[2;3]
13a_985,Y,[1;2]
13a_986,Y,[1;2]
13a_987,Y,[1;2]
13a_988,Y,[1;2]
13a_989,Y,[2;3]
13a_990,Y,3
13a_991,Y,[2;3]
13a_992,Y,[1;2]
13a_993,Y,[1;2]
13a_994,Y,2
13a_995,Y,[1;3]
13a_996,Y,[1;3]
13a_997,Y,[1;3]
13a_998,Y,[1;3]
13a_999,Y,[1;2]
13a_1000,Y,[1;2]
13a_1001,Y,[1;2]
13a_1002,Y,[2;3]
13a_1003,Y,[1;3]
13a_1004,Y,[1;2]
13a_1005,Y,[1;3]
13a_1006,Y,[1;3]
13a_1007,Y,[1;2]
13a_1008,Y,1
13a_1009,Y,[1;2]
13a_1010,Y,[1;2]
13a_1011,Y,1
13a_1012,Y,[1;2]
13a_1013,Y,2
13a_1014,Y,[1;2]
13a_1015,Y,[1;2]
13a_1016,Y,1
13a_1017,Y,[1;2]
13a_1018,Y,[1;2]
13a_1019,Y,[1;2]
13a_1020,Y,[1;2]
13a_1021,Y,2
13a_1022,Y,[1;2]
13a_1023,Y,[1;2]
13a_1024,Y,[1;2]
13a_1025,Y,2
13a_1026,Y,[1;2]
13a_1027,Y,[1;2]
13a_1028,Y,2
13a_1029,Y,[1;2]
13a_1030,Y,[1;3]
13a_1031,Y,3
13a_1032,Y,2
13a_1033,Y,[1;2]
13a_1034,Y,[1;3]
13a_1035,Y,1
13a_1036,Y,[2;3]
13a_1037,Y,3
13a_1038,Y,2
13a_1039,Y,[1;2]
13a_1040,Y,[1;2]
13a_1041,Y,[1;2]
13a_1042,Y,[1;2]
13a_1043,Y,[2;3]
13a_1044,Y,[1;2]
13a_1045,Y,[1;2]
13a_1046,Y,[1;2]
13a_1047,Y,3
13a_1048,Y,2
13a_1049,Y,1
13a_1050,Y,[1;2]
13a_1051,Y,[2;3]
13a_1052,Y,[1;2]
13a_1053,Y,[1;2]
13a_1054,Y,[1;2]
13a_1055,Y,[1;2]
13a_1056,Y,[1;2]
13a_1057,Y,[1;2]
13a_1058,Y,[1;2]
13a_1059,Y,[1;2]
13a_1060,Y,[1;3]
13a_1061,Y,[3;4]
13a_1062,Y,[2;3]
13a_1063,Y,4
13a_1064,Y,3
13a_1065,Y,[1;2]
13a_1066,Y,[1;2]
13a_1067,Y,[1;2]
13a_1068,Y,[1;2]
13a_1069,Y,[1;4]
13a_1070,Y,[1;3]
13a_1071,Y,1
13a_1072,Y,[1;2]
13a_1073,Y,4
13a_1074,Y,3
13a_1075,Y,[1;2]
13a_1076,Y,1
13a_1077,Y,[2;3]
13a_1078,Y,[1;2]
13a_1079,Y,[1;2]
13a_1080,Y,[1;3]
13a_1081,Y,2
13a_1082,Y,[1;2]
13a_1083,Y,2
13a_1084,Y,[1;2]
13a_1085,Y,1
13a_1086,Y,[1;2]
13a_1087,Y,[1;2]
13a_1088,Y,[1;2]
13a_1089,Y,[1;2]
13a_1090,Y,[1;3]
13a_1091,Y,[1;2]
13a_1092,Y,1
13a_1093,Y,[1;2]
13a_1094,Y,[1;2]
13a_1095,Y,[1;2]
13a_1096,Y,[1;2]
13a_1097,Y,[1;2]
13a_1098,Y,2
13a_1099,Y,[1;2]
13a_1100,Y,[1;2]
13a_1101,Y,3
13a_1102,Y,[2;3]
13a_1103,Y,[1;3]
13a_1104,Y,[1;2]
13a_1105,Y,2
13a_1106,Y,[1;2]
13a_1107,Y,2
13a_1108,Y,[1;2]
13a_1109,Y,[1;2]
13a_1110,Y,[1;2]
13a_1111,Y,[1;2]
13a_1112,Y,[2;3]
13a_1113,Y,[1;2]
13a_1114,Y,[1;2]
13a_1115,Y,[1;2]
13a_1116,Y,[1;2]
13a_1117,Y,[1;2]
13a_1118,Y,2
13a_1119,Y,3
13a_1120,Y,3
13a_1121,Y,[1;2]
13a_1122,Y,[1;3]
13a_1123,Y,2
13a_1124,Y,[1;2]
13a_1125,Y,2
13a_1126,Y,[1;2]
13a_1127,Y,[1;2]
13a_1128,Y,1
13a_1129,Y,[1;2]
13a_1130,Y,2
13a_1131,Y,1
13a_1132,Y,1
13a_1133,Y,[1;3]
13a_1134,Y,[1;2]
13a_1135,Y,[1;2]
13a_1136,Y,[1;2]
13a_1137,Y,[2;3]
13a_1138,Y,[1;2]
13a_1139,Y,[1;3]
13a_1140,Y,[2;3]
13a_1141,Y,[1;2]
13a_1142,Y,[1;2]
13a_1143,Y,[1;2]
13a_1144,Y,[1;2]
13a_1145,Y,[1;2]
13a_1146,Y,[1;2]
13a_1147,Y,[2;3]
13a_1148,Y,[2;3]
13a_1149,Y,[2;3]
13a_1150,Y,[1;3]
13a_1151,Y,[1;2]
13a_1152,Y,[1;2]
13a_1153,Y,[1;3]
13a_1154,Y,[1;3]
13a_1155,Y,[1;2]
13a_1156,Y,[2;3]
13a_1157,Y,[1;2]
13a_1158,Y,[2;3]
13a_1159,Y,[1;3]
13a_1160,Y,[1;2]
13a_1161,Y,[1;2]
13a_1162,Y,[1;2]
13a_1163,Y,[1;2]
13a_1164,Y,2
13a_1165,Y,[1;3]
13a_1166,Y,[2;3]
13a_1167,Y,[1;2]
13a_1168,Y,[1;2]
13a_1169,Y,[1;3]
13a_1170,Y,[1;2]
13a_1171,Y,[1;2]
13a_1172,Y,[1;2]
13a_1173,Y,[1;2]
13a_1174,Y,[1;2]
13a_1175,Y,[1;3]
13a_1176,Y,[1;2]
13a_1177,Y,[1;2]
13a_1178,Y,1
13a_1179,Y,[1;2]
13a_1180,Y,[1;2]
13a_1181,Y,[1;2]
13a_1182,Y,[2;3]
13a_1183,Y,[1;2]
13a_1184,Y,[2;3]
13a_1185,Y,[1;3]
13a_1186,Y,[1;2]
13a_1187,Y,2
13a_1188,Y,[1;2]
13a_1189,Y,[1;2]
13a_1190,Y,[1;2]
13a_1191,Y,[1;2]
13a_1192,Y,[1;2]
13a_1193,Y,1
13a_1194,Y,1
13a_1195,Y,1
13a_1196,Y,[1;2]
13a_1197,Y,[1;3]
13a_1198,Y,[1;3]
13a_1199,Y,[1;2]
13a_1200,Y,[1;2]
13a_1201,Y,[1;2]
13a_1202,Y,2
13a_1203,Y,[1;2]
13a_1204,Y,3
13a_1205,Y,2
13a_1206,Y,2
13a_1207,Y,1
13a_1208,Y,[1;2]
13a_1209,Y,[1;2]
13a_1210,Y,1
13a_1211,Y,[1;2]
13a_1212,Y,[1;2]
13a_1213,Y,[1;2]
13a_1214,Y,[1;3]
13a_1215,Y,[1;2]
13a_1216,Y,[1;3]
13a_1217,Y,[1;2]
13a_1218,Y,3
13a_1219,Y,2
13a_1220,Y,1
13a_1221,Y,1
13a_1222,Y,2
13a_1223,Y,[1;2]
13a_1224,Y,[2;3]
13a_1225,Y,[1;2]
13a_1226,Y,[1;3]
13a_1227,Y,[1;2]
13a_1228,Y,[1;2]
13a_1229,Y,[2;3]
13a_1230,Y,4
13a_1231,Y,[1;2]
13a_1232,Y,[1;3]
13a_1233,Y,[2;3]
13a_1234,Y,2
13a_1235,Y,[1;2]
13a_1236,Y,[1;2]
13a_1237,Y,[1;2]
13a_1238,Y,[1;3]
13a_1239,Y,[1;3]
13a_1240,Y,[1;2]
13a_1241,Y,[1;2]
13a_1242,Y,[1;2]
13a_1243,Y,3
13a_1244,Y,2
13a_1245,Y,[3;4]
13a_1246,Y,[2;3]
13a_1247,Y,[2;3]
13a_1248,Y,[1;2]
13a_1249,Y,[1;2]
13a_1250,Y,[1;2]
13a_1251,Y,1
13a_1252,Y,[1;2]
13a_1253,Y,[1;2]
13a_1254,Y,3
13a_1255,Y,[2;3]
13a_1256,Y,2
13a_1257,Y,2
13a_1258,Y,[2;3]
13a_1259,Y,[1;3]
13a_1260,Y,1
13a_1261,Y,2
13a_1262,Y,[1;2]
13a_1263,Y,[1;2]
13a_1264,Y,1
13a_1265,Y,[1;2]
13a_1266,Y,1
13a_1267,Y,[1;3]
13a_1268,Y,[1;2]
13a_1269,Y,[1;2]
13a_1270,Y,[3;4]
13a_1271,Y,3
13a_1272,Y,[1;2]
13a_1273,Y,[2;3]
13a_1274,Y,[1;3]
13a_1275,Y,[2;3]
13a_1276,Y,[1;2]
13a_1277,Y,[1;2]
13a_1278,Y,[1;2]
13a_1279,Y,[1;2]
13a_1280,Y,[1;2]
13a_1281,Y,2
13a_1282,Y,1
13a_1283,Y,[1;2]
13a_1284,Y,2
13a_1285,Y,1
13a_1286,Y,[1;2]
13a_1287,Y,[2;3]
13a_1288,Y,3
13a_1289,Y,[1;2]
13a_1290,Y,3
13a_1291,Y,2
13a_1292,Y,[1;2]
13a_1293,Y,1
13a_1294,Y,[1;2]
13a_1295,Y,[2;3]
13a_1296,Y,1
13a_1297,Y,[1;2]
13a_1298,Y,1
13a_1299,Y,[1;2]
13a_1300,Y,[1;2]
13a_1301,Y,2
13a_1302,Y,[1;2]
13a_1303,Y,[2;3]
13a_1304,Y,[1;3]
13a_1305,Y,3
13a_1306,Y,[3;4]
13a_1307,Y,2
13a_1308,Y,[1;2]
13a_1309,Y,[1;3]
13a_1310,Y,[1;2]
13a_1311,Y,[1;3]
13a_1312,Y,[1;2]
13a_1313,Y,2
13a_1314,Y,[1;2]
13a_1315,Y,[1;2]
13a_1316,Y,[1;2]
13a_1317,Y,[2;3]
13a_1318,Y,[1;2]
13a_1319,Y,3
13a_1320,Y,[1;2]
13a_1321,Y,[1;2]
13a_1322,Y,[1;2]
13a_1323,Y,2
13a_1324,Y,2
13a_1325,Y,2
13a_1326,Y,[1;2]
13a_1327,Y,[1;2]
13a_1328,Y,1
13a_1329,Y,[2;3]
13a_1330,Y,2
13a_1331,Y,[2;3]
13a_1332,Y,[1;3]
13a_1333,Y,2
13a_1334,Y,[1;2]
13a_1335,Y,[1;2]
13a_1336,Y,2
13a_1337,Y,2
13a_1338,Y,[1;2]
13a_1339,Y,[2;3]
13a_1340,Y,[1;2]
13a_1341,Y,[1;2]
13a_1342,Y,[1;2]
13a_1343,Y,[1;3]
13a_1344,Y,[1;3]
13a_1345,Y,1
13a_1346,Y,[1;2]
13a_1347,Y,2
13a_1348,Y,2
13a_1349,Y,[1;2]
13a_1350,Y,[1;2]
13a_1351,Y,[1;2]
13a_1352,Y,[1;2]
13a_1353,Y,[3;4]
13a_1354,Y,[3;4]
13a_1355,Y,4
13a_1356,Y,[3;4]
13a_1357,Y,[1;2]
13a_1358,Y,2
13a_1359,Y,[1;4]
13a_1360,Y,[1;4]
13a_1361,Y,[1;3]
13a_1362,Y,[1;2]
13a_1363,Y,[1;3]
13a_1364,Y,1
13a_1365,Y,[1;2]
13a_1366,Y,[1;2]
13a_1367,Y,[1;2]
13a_1368,Y,3
13a_1369,Y,2
13a_1370,Y,[1;2]
13a_1371,Y,[1;2]
13a_1372,Y,[1;3]
13a_1373,Y,[1;2]
13a_1374,Y,1
13a_1375,Y,[1;2]
13a_1376,Y,3
13a_1377,Y,[2;3]
13a_1378,Y,[2;3]
13a_1379,Y,[1;3]
13a_1380,Y,[1;2]
13a_1381,Y,[1;2]
13a_1382,Y,[1;2]
13a_1383,Y,[2;3]
13a_1384,Y,[1;2]
13a_1385,Y,[1;2]
13a_1386,Y,[1;2]
13a_1387,Y,[1;2]
13a_1388,Y,[1;2]
13a_1389,Y,[1;3]
13a_1390,Y,2
13a_1391,Y,[1;2]
13a_1392,Y,[1;3]
13a_1393,Y,[1;3]
13a_1394,Y,2
13a_1395,Y,1
13a_1396,Y,[3;4]
13a_1397,Y,[1;2]
13a_1398,Y,[2;3]
13a_1399,Y,[1;2]
13a_1400,Y,[1;2]
13a_1401,Y,[1;3]
13a_1402,Y,[1;2]
13a_1403,Y,[2;3]
13a_1404,Y,[2;3]
13a_1405,Y,[1;2]
13a_1406,Y,[1;3]
13a_1407,Y,[1;3]
13a_1408,Y,[1;3]
13a_1409,Y,[1;3]
13a_1410,Y,[1;3]
13a_1411,Y,[1;2]
13a_1412,Y,[1;2]
13a_1413,Y,[2;3]
13a_1414,Y,[1;3]
13a_1415,Y,[1;2]
13a_1416,Y,[1;2]
13a_1417,Y,[1;2]
13a_1418,Y,2
13a_1419,Y,[1;2]
13a_1420,Y,[1;2]
13a_1421,Y,[1;2]
13a_1422,Y,[1;2]
13a_1423,Y,[1;2]
13a_1424,Y,[1;2]
13a_1425,Y,[1;2]
13a_1426,Y,[1;2]
13a_1427,Y,[1;2]
13a_1428,Y,2
13a_1429,Y,[1;2]
13a_1430,Y,1
13a_1431,Y,[1;2]
13a_1432,Y,[2;3]
13a_1433,Y,[1;2]
13a_1434,Y,2
13a_1435,Y,[1;2]
13a_1436,Y,3
13a_1437,Y,[1;3]
13a_1438,Y,[1;3]
13a_1439,Y,[1;3]
13a_1440,Y,[2;3]
13a_1441,Y,[1;2]
13a_1442,Y,[1;3]
13a_1443,Y,1
13a_1444,Y,[1;2]
13a_1445,Y,[1;2]
13a_1446,Y,[1;2]
13a_1447,Y,[1;2]
13a_1448,Y,[1;2]
13a_1449,Y,1
13a_1450,Y,2
13a_1451,Y,[1;2]
13a_1452,Y,[2;3]
13a_1453,Y,[1;3]
13a_1454,Y,[1;2]
13a_1455,Y,[1;2]
13a_1456,Y,1
13a_1457,Y,1
13a_1458,Y,[1;2]
13a_1459,Y,[1;2]
13a_1460,Y,[1;2]
13a_1461,Y,[2;3]
13a_1462,Y,[2;3]
13a_1463,Y,[1;2]
13a_1464,Y,[3;4]
13a_1465,Y,[2;3]
13a_1466,Y,4
13a_1467,Y,[3;4]
13a_1468,Y,3
13a_1469,Y,[2;3]
13a_1470,Y,[1;2]
13a_1471,Y,[3;4]
13a_1472,Y,[2;3]
13a_1473,Y,[1;2]
13a_1474,Y,[1;2]
13a_1475,Y,[2;3]
13a_1476,Y,[1;3]
13a_1477,Y,[1;2]
13a_1478,Y,2
13a_1479,Y,[1;2]
13a_1480,Y,2
13a_1481,Y,[1;2]
13a_1482,Y,[1;2]
13a_1483,Y,2
13a_1484,Y,[1;2]
13a_1485,Y,1
13a_1486,Y,[1;2]
13a_1487,Y,[1;2]
13a_1488,Y,1
13a_1489,Y,[1;2]
13a_1490,Y,[1;2]
13a_1491,Y,[2;3]
13a_1492,Y,[1;2]
13a_1493,Y,[1;2]
13a_1494,Y,3
13a_1495,Y,[2;3]
13a_1496,Y,[1;3]
13a_1497,Y,[1;2]
13a_1498,Y,[1;2]
13a_1499,Y,[2;3]
13a_1500,Y,[1;2]
13a_1501,Y,[1;3]
13a_1502,Y,1
13a_1503,Y,[2;3]
13a_1504,Y,[1;3]
13a_1505,Y,[1;3]
13a_1506,Y,[1;3]
13a_1507,Y,2
13a_1508,Y,[1;2]
13a_1509,Y,1
13a_1510,Y,[1;3]
13a_1511,Y,[1;2]
13a_1512,Y,[1;2]
13a_1513,Y,[1;2]
13a_1514,Y,[1;2]
13a_1515,Y,[1;2]
13a_1516,Y,[1;2]
13a_1517,Y,[1;2]
13a_1518,Y,2
13a_1519,Y,[1;2]
13a_1520,Y,3
13a_1521,Y,2
13a_1522,Y,[1;2]
13a_1523,Y,[1;2]
13a_1524,Y,[1;2]
13a_1525,Y,1
13a_1526,Y,[1;3]
13a_1527,Y,[1;2]
13a_1528,Y,[1;3]
13a_1529,Y,[1;3]
13a_1530,Y,[1;2]
13a_1531,Y,[1;2]
13a_1532,Y,[1;3]
13a_1533,Y,[1;2]
13a_1534,Y,[1;3]
13a_1535,Y,[1;2]
13a_1536,Y,[1;3]
13a_1537,Y,[1;2]
13a_1538,Y,[2;3]
13a_1539,Y,[1;3]
13a_1540,Y,[1;2]
13a_1541,Y,[2;3]
13a_1542,Y,[1;3]
13a_1543,Y,[2;3]
13a_1544,Y,[1;2]
13a_1545,Y,[3;4]
13a_1546,Y,[2;3]
13a_1547,Y,[2;3]
13a_1548,Y,[1;3]
13a_1549,Y,[1;3]
13a_1550,Y,[1;2]
13a_1551,Y,[1;2]
13a_1552,Y,[2;3]
13a_1553,Y,[1;3]
13a_1554,Y,[2;3]
13a_1555,Y,[1;2]
13a_1556,Y,[1;2]
13a_1557,Y,[2;3]
13a_1558,Y,[1;2]
13a_1559,Y,[2;3]
13a_1560,Y,[1;3]
13a_1561,Y,[1;3]
13a_1562,Y,[1;2]
13a_1563,Y,[1;2]
13a_1564,Y,[1;2]
13a_1565,Y,1
13a_1566,Y,[1;2]
13a_1567,Y,[2;3]
13a_1568,Y,[1;2]
13a_1569,Y,[1;3]
13a_1570,Y,[1;2]
13a_1571,Y,[1;2]
13a_1572,Y,[1;2]
13a_1573,Y,[1;2]
13a_1574,Y,1
13a_1575,Y,[1;3]
13a_1576,Y,1
13a_1577,Y,[1;2]
13a_1578,Y,1
13a_1579,Y,[1;2]
13a_1580,Y,[2;3]
13a_1581,Y,[1;3]
13a_1582,Y,[3;4]
13a_1583,Y,[2;3]
13a_1584,Y,[2;3]
13a_1585,Y,[1;2]
13a_1586,Y,[2;3]
13a_1587,Y,[1;2]
13a_1588,Y,[1;2]
13a_1589,Y,[1;3]
13a_1590,Y,[1;2]
13a_1591,Y,[1;2]
13a_1592,Y,1
13a_1593,Y,[1;2]
13a_1594,Y,[1;2]
13a_1595,Y,[1;2]
13a_1596,Y,[1;2]
13a_1597,Y,[1;2]
13a_1598,Y,[1;2]
13a_1599,Y,[1;2]
13a_1600,Y,[1;2]
13a_1601,Y,[1;3]
13a_1602,Y,[1;2]
13a_1603,Y,[2;3]
13a_1604,Y,[1;2]
13a_1605,Y,1
13a_1606,Y,[1;2]
13a_1607,Y,[1;2]
13a_1608,Y,[1;3]
13a_1609,Y,[1;3]
13a_1610,Y,[1;2]
13a_1611,Y,[1;2]
13a_1612,Y,[1;2]
13a_1613,Y,[1;2]
13a_1614,Y,3
13a_1615,Y,[2;3]
13a_1616,Y,[2;3]
13a_1617,Y,[2;3]
13a_1618,Y,[2;3]
13a_1619,Y,[1;3]
13a_1620,Y,[1;2]
13a_1621,Y,[1;2]
13a_1622,Y,[1;2]
13a_1623,Y,2
13a_1624,Y,[1;2]
13a_1625,Y,[1;2]
13a_1626,Y,1
13a_1627,Y,[1;2]
13a_1628,Y,[1;2]
13a_1629,Y,[1;2]
13a_1630,Y,[2;3]
13a_1631,Y,[1;2]
13a_1632,Y,[1;2]
13a_1633,Y,[1;2]
13a_1634,Y,[1;2]
13a_1635,Y,[1;2]
13a_1636,Y,[1;2]
13a_1637,Y,[1;2]
13a_1638,Y,[1;3]
13a_1639,Y,[1;3]
13a_1640,Y,[1;3]
13a_1641,Y,[1;2]
13a_1642,Y,[1;2]
13a_1643,Y,[2;3]
13a_1644,Y,[1;2]
13a_1645,Y,[2;3]
13a_1646,Y,[1;2]
13a_1647,Y,[1;2]
13a_1648,Y,[1;2]
13a_1649,Y,1
13a_1650,Y,1
13a_1651,Y,[1;2]
13a_1652,Y,[1;2]
13a_1653,Y,[1;2]
13a_1654,Y,[1;2]
13a_1655,Y,1
13a_1656,Y,[1;3]
13a_1657,Y,[1;2]
13a_1658,Y,[1;2]
13a_1659,Y,1
13a_1660,Y,[1;2]
13a_1661,Y,[1;2]
13a_1662,Y,[1;3]
13a_1663,Y,2
13a_1664,Y,1
13a_1665,Y,[1;3]
13a_1666,Y,[1;2]
13a_1667,Y,[1;2]
13a_1668,Y,[1;2]
13a_1669,Y,[1;2]
13a_1670,Y,2
13a_1671,Y,[1;2]
13a_1672,Y,[1;2]
13a_1673,Y,[1;2]
13a_1674,Y,[1;2]
13a_1675,Y,[1;3]
13a_1676,Y,[1;3]
13a_1677,Y,[1;3]
13a_1678,Y,[1;2]
13a_1679,Y,[1;2]
13a_1680,Y,[1;2]
13a_1681,Y,[1;2]
13a_1682,Y,[1;2]
13a_1683,Y,[2;3]
13a_1684,Y,[1;2]
13a_1685,Y,[1;2]
13a_1686,Y,[1;2]
13a_1687,Y,[1;2]
13a_1688,Y,[2;3]
13a_1689,Y,[1;2]
13a_1690,Y,[1;2]
13a_1691,Y,[1;2]
13a_1692,Y,[2;3]
13a_1693,Y,[1;2]
13a_1694,Y,[1;2]
13a_1695,Y,[1;2]
13a_1696,Y,[1;2]
13a_1697,Y,3
13a_1698,Y,[1;4]
13a_1699,Y,[2;3]
13a_1700,Y,[1;3]
13a_1701,Y,[1;2]
13a_1702,Y,[1;2]
13a_1703,Y,[2;3]
13a_1704,Y,[1;2]
13a_1705,Y,[1;2]
13a_1706,Y,[1;2]
13a_1707,Y,[1;2]
13a_1708,Y,[1;2]
13a_1709,Y,2
13a_1710,Y,[1;2]
13a_1711,Y,[1;2]
13a_1712,Y,[1;3]
13a_1713,Y,[1;2]
13a_1714,Y,1
13a_1715,Y,2
13a_1716,Y,[1;2]
13a_1717,Y,[1;3]
13a_1718,Y,[3;4]
13a_1719,Y,[1;3]
13a_1720,Y,[1;2]
13a_1721,Y,[2;3]
13a_1722,Y,[1;2]
13a_1723,Y,[1;2]
13a_1724,Y,[1;2]
13a_1725,Y,[1;3]
13a_1726,Y,[1;2]
13a_1727,Y,[1;2]
13a_1728,Y,[1;2]
13a_1729,Y,[1;2]
13a_1730,Y,[1;2]
13a_1731,Y,[1;2]
13a_1732,Y,2
13a_1733,Y,[1;2]
13a_1734,Y,1
13a_1735,Y,[1;2]
13a_1736,Y,[1;2]
13a_1737,Y,[1;2]
13a_1738,Y,[1;2]
13a_1739,Y,[1;2]
13a_1740,Y,3
13a_1741,Y,[2;3]
13a_1742,Y,[1;2]
13a_1743,Y,[1;2]
13a_1744,Y,[2;3]
13a_1745,Y,[1;2]
13a_1746,Y,1
13a_1747,Y,[1;2]
13a_1748,Y,[1;2]
13a_1749,Y,2
13a_1750,Y,[1;2]
13a_1751,Y,2
13a_1752,Y,[1;2]
13a_1753,Y,1
13a_1754,Y,2
13a_1755,Y,[1;2]
13a_1756,Y,[1;2]
13a_1757,Y,[2;3]
13a_1758,Y,[1;2]
13a_1759,Y,[1;2]
13a_1760,Y,[1;2]
13a_1761,Y,1
13a_1762,Y,[1;2]
13a_1763,Y,2
13a_1764,Y,[1;3]
13a_1765,Y,[1;2]
