Name,Unknotting Number
12a_1057,2
12a_1058,2
12a_1059,3
12a_1060,1
12a_1061,2
12a_1062,2
12a_1063,1
12a_1064,2
12a_1065,2
12a_1066,[2;3]
12a_1067,2
12a_1068,2
12a_1069,2
12a_1070,2
12a_1071,2
12a_1072,2
12a_1073,2
12a_1074,2
12a_1075,2
12a_1076,1
12a_1077,2
12a_1078,2
12a_1079,2
12a_1080,[2;3]
12a_1081,1
12a_1082,2
12a_1083,2
12a_1084,[2;3]
12a_1085,[2;3]
12a_1086,2
12a_1087,2
12a_1088,2
12a_1089,[2;3]
12a_1090,2
12a_1091,2
12a_1092,2
12a_1093,2
12a_1094,2
12a_1095,2
12a_1096,2
12a_1097,[2;4]
12a_1098,2
12a_1099,[2;3]
12a_1100,2
12a_1101,2
12a_1102,2
12a_1103,[2;3]
12a_1104,2
12a_1105,2
12a_1106,2
12a_1107,[2;3]
12a_1108,2
12a_1109,[2;3]
12a_1110,2
12a_1111,2
12a_1112,[3;4]
12a_1113,[2;4]
12a_1114,[3;4]
12a_1115,[2;4]
12a_1116,[2;4]
12a_1117,2
12a_1118,[2;3]
12a_1119,2
12a_1120,2
12a_1121,2
12a_1122,2
12a_1123,2
12a_1124,[2;3]
12a_1125,2
12a_1126,1
12a_1127,[2;3]
12a_1128,1
12a_1129,1
12a_1130,1
12a_1131,2
12a_1132,2
12a_1133,2
12a_1134,2
12a_1135,1
12a_1136,2
12a_1137,2
12a_1138,2
12a_1139,1
12a_1140,1
12a_1141,2
12a_1142,2
12a_1143,2
12a_1144,2
12a_1145,2
12a_1146,2
12a_1147,[2;3]
12a_1148,[2;3]
12a_1149,2
12a_1150,2
12a_1151,[2;3]
12a_1152,2
12a_1153,2
12a_1154,2
12a_1155,2
12a_1156,2
12a_1157,3
12a_1158,2
12a_1159,[2;3]
12a_1160,[2;3]
12a_1161,2
12a_1162,[2;3]
12a_1163,[2;3]
12a_1164,[2;4]
12a_1165,[2;3]
12a_1166,2
12a_1167,2
12a_1168,2
12a_1169,1
12a_1170,2
12a_1171,2
12a_1172,2
12a_1173,2
12a_1174,2
12a_1175,2
12a_1176,1
12a_1177,2
12a_1178,2
12a_1179,2
12a_1180,2
12a_1181,2
12a_1182,1
12a_1183,2
12a_1184,[2;3]
12a_1185,2
12a_1186,2
12a_1187,1
12a_1188,1
12a_1189,2
12a_1190,2
12a_1191,2
12a_1192,2
12a_1193,2
12a_1194,3
12a_1195,2
12a_1196,2
12a_1197,2
12a_1198,1
12a_1199,1
12a_1200,2
12a_1201,2
12a_1202,[2;3]
12a_1203,2
12a_1204,2
12a_1205,[2;3]
12a_1206,2
12a_1207,2
12a_1208,2
12a_1209,2
12a_1210,[2;3]
12a_1211,2
12a_1212,2
12a_1213,2
12a_1214,4
12a_1215,2
12a_1216,2
12a_1217,1
12a_1218,2
12a_1219,1
12a_1220,3
12a_1221,2
12a_1222,2
12a_1223,[2;3]
12a_1224,2
12a_1225,2
12a_1226,2
12a_1227,2
12a_1228,1
12a_1229,2
12a_1230,2
12a_1231,1
12a_1232,2
12a_1233,2
12a_1234,2
12a_1235,1
12a_1236,2
12a_1237,2
12a_1238,2
12a_1239,1
12a_1240,[2;3]
12a_1241,2
12a_1242,3
12a_1243,[2;3]
12a_1244,2
12a_1245,1
12a_1246,2
12a_1247,[2;3]
12a_1248,2
12a_1249,1
12a_1250,1
12a_1251,2
12a_1252,2
12a_1253,2
12a_1254,[2;3]
12a_1255,[2;3]
12a_1256,[2;3]
12a_1257,2
12a_1258,1
12a_1259,2
12a_1260,2
12a_1261,2
12a_1262,2
12a_1263,2
12a_1264,2
12a_1265,2
12a_1266,[2;3]
12a_1267,2
12a_1268,1
12a_1269,[2;3]
12a_1270,2
12a_1271,1
12a_1272,2
12a_1273,1
12a_1274,2
12a_1275,2
12a_1276,2
12a_1277,2
12a_1278,[2;3]
12a_1279,[2;3]
12a_1280,2
12a_1281,[2;3]
12a_1282,[2;3]
12a_1283,2
12a_1284,2
12a_1285,[2;3]
12a_1286,[2;3]
12a_1287,[2;3]
12a_1288,[2;3]
12n_1,1
12n_2,[1;2]
12n_3,[1;2]
12n_4,1
12n_5,1
12n_6,2
12n_7,1
12n_8,[2;3]
12n_9,[1;2]
12n_10,2
12n_11,[1;2]
12n_12,[1;2]
12n_13,1
12n_14,[1;2]
12n_15,2
12n_16,2
12n_17,2
12n_18,[1;2]
12n_19,[1;2]
12n_20,1
12n_21,[1;2]
12n_22,[1;2]
12n_23,1
12n_24,1
12n_25,1
12n_26,[1;2]
12n_27,2
12n_28,1
12n_29,[1;2]
12n_30,[1;2]
12n_31,1
12n_32,[1;2]
12n_33,2
12n_34,1
12n_35,1
12n_36,1
12n_37,2
12n_38,1
12n_39,1
12n_40,2
12n_41,[1;2]
12n_42,[1;2]
12n_43,[1;2]
12n_44,[1;2]
12n_45,[1;2]
12n_46,1
12n_47,[1;2]
12n_48,[1;2]
12n_49,[1;2]
12n_50,[1;2]
12n_51,[1;2]
12n_52,2
12n_53,[1;2]
12n_54,2
12n_55,2
12n_56,2
12n_57,2
12n_58,2
12n_59,3
12n_60,2
12n_61,2
12n_62,2
12n_63,2
12n_64,2
12n_65,1
12n_66,2
12n_67,3
12n_68,3
12n_69,1
12n_70,1
12n_71,[1;2]
12n_72,2
12n_73,2
12n_74,4
12n_75,[1;3]
12n_76,2
12n_77,3
12n_78,2
12n_79,1
12n_80,[1;2]
12n_81,2
12n_82,[1;2]
12n_83,2
12n_84,[1;3]
12n_85,2
12n_86,[1;2]
12n_87,[1;2]
12n_88,3
12n_89,3
12n_90,[2;3]
12n_91,4
12n_92,[1;3]
12n_93,3
12n_94,2
12n_95,2
12n_96,3
12n_97,[1;2]
12n_98,[2;3]
12n_99,2
12n_100,[3;4]
12n_101,[1;3]
12n_102,2
12n_103,3
12n_104,[2;3]
12n_105,4
12n_106,[1;2]
12n_107,3
12n_108,2
12n_109,2
12n_110,3
12n_111,[1;2]
12n_112,2
12n_113,[2;3]
12n_114,3
12n_115,[1;3]
12n_116,2
12n_117,2
12n_118,[1;3]
12n_119,2
12n_120,2
12n_121,1
12n_122,[1;2]
12n_123,2
12n_124,1
12n_125,[2;3]
12n_126,2
12n_127,[1;2]
12n_128,2
12n_129,1
12n_130,2
12n_131,[1;2]
12n_132,[1;2]
12n_133,3
12n_134,3
12n_135,[2;3]
12n_136,4
12n_137,[1;3]
12n_138,3
12n_139,[2;3]
12n_140,[1;3]
12n_141,[1;2]
12n_142,1
12n_143,2
12n_144,2
12n_145,2
12n_146,1
12n_147,3
12n_148,3
12n_149,2
12n_150,2
12n_151,2
12n_152,1
12n_153,4
12n_154,[1;2]
12n_155,2
12n_156,2
12n_157,2
12n_158,[1;2]
12n_159,[1;2]
12n_160,[1;2]
12n_161,2
12n_162,[1;2]
12n_163,3
12n_164,2
12n_165,1
12n_166,4
12n_167,[1;3]
12n_168,2
12n_169,[3;4]
12n_170,[1;2]
12n_171,2
12n_172,3
12n_173,2
12n_174,2
12n_175,2
12n_176,[1;2]
12n_177,3
12n_178,[1;2]
12n_179,2
12n_180,[1;2]
12n_181,[1;2]
12n_182,[1;2]
12n_183,2
12n_184,[1;2]
12n_185,3
12n_186,[2;3]
12n_187,4
12n_188,2
12n_189,[1;2]
12n_190,[2;3]
12n_191,3
12n_192,[1;3]
12n_193,[2;3]
12n_194,2
12n_195,[1;2]
12n_196,[2;3]
12n_197,[1;2]
12n_198,1
12n_199,2
12n_200,2
12n_201,2
12n_202,[2;3]
12n_203,[3;4]
12n_204,[2;3]
12n_205,2
12n_206,2
12n_207,3
12n_208,[2;3]
12n_209,2
12n_210,[1;2]
12n_211,2
12n_212,[2;3]
12n_213,2
12n_214,[1;2]
12n_215,2
12n_216,[1;3]
12n_217,3
12n_218,1
12n_219,2
12n_220,3
12n_221,2
12n_222,2
12n_223,2
12n_224,2
12n_225,2
12n_226,2
12n_227,2
12n_228,3
12n_229,3
12n_230,[1;2]
12n_231,1
12n_232,1
12n_233,[2;3]
12n_234,3
12n_235,[2;3]
12n_236,[2;3]
12n_237,2
12n_238,[1;2]
12n_239,[2;3]
12n_240,2
12n_241,[1;2]
12n_242,5
12n_243,4
12n_244,4
12n_245,[3;4]
12n_246,[1;2]
12n_247,2
12n_248,[2;3]
12n_249,1
12n_250,1
12n_251,3
12n_252,1
12n_253,[2;3]
12n_254,2
12n_255,1
12n_256,2
12n_257,2
12n_258,[1;2]
12n_259,[3;4]
12n_260,[2;3]
12n_261,2
12n_262,1
12n_263,1
12n_264,2
12n_265,[1;2]
12n_266,2
12n_267,2
12n_268,2
12n_269,2
12n_270,[2;3]
12n_271,1
12n_272,1
12n_273,2
12n_274,2
12n_275,1
12n_276,3
12n_277,1
12n_278,2
12n_279,1
12n_280,[1;2]
12n_281,[1;2]
12n_282,[1;2]
12n_283,2
12n_284,[1;2]
12n_285,[1;2]
12n_286,[1;2]
12n_287,[1;2]
12n_288,[1;2]
12n_289,3
12n_290,2
12n_291,[1;3]
12n_292,4
12n_293,2
12n_294,[2;3]
12n_295,[1;2]
12n_296,2
12n_297,2
12n_298,[1;2]
12n_299,2
12n_300,1
12n_301,[1;2]
12n_302,[1;2]
12n_303,2
12n_304,[1;3]
12n_305,4
12n_306,1
12n_307,[1;3]
12n_308,3
12n_309,[1;2]
12n_310,1
12n_311,1
12n_312,[1;2]
12n_313,1
12n_314,[1;2]
12n_315,[1;2]
12n_316,2
12n_317,2
12n_318,[1;2]
12n_319,2
12n_320,1
12n_321,2
12n_322,1
12n_323,[1;2]
12n_324,[1;2]
12n_325,1
12n_326,2
12n_327,2
12n_328,4
12n_329,3
12n_330,[1;2]
12n_331,2
12n_332,2
12n_333,2
12n_334,2
12n_335,2
12n_336,2
12n_337,[1;2]
12n_338,4
12n_339,2
12n_340,1
12n_341,3
12n_342,1
12n_343,1
12n_344,2
12n_345,[1;2]
12n_346,[1;2]
12n_347,1
12n_348,[1;2]
12n_349,2
12n_350,1
12n_351,[1;2]
12n_352,1
12n_353,[1;2]
12n_354,[1;2]
12n_355,2
12n_356,2
12n_357,2
12n_358,1
12n_359,[1;2]
12n_360,1
12n_361,[2;3]
12n_362,1
12n_363,[1;2]
12n_364,2
12n_365,2
12n_366,3
12n_367,[1;2]
12n_368,3
12n_369,1
12n_370,1
12n_371,1
12n_372,1
12n_373,2
12n_374,4
12n_375,2
12n_376,[1;2]
12n_377,[1;2]
12n_378,[1;2]
12n_379,2
12n_380,2
12n_381,1
12n_382,[1;2]
12n_383,[1;2]
12n_384,2
12n_385,[1;2]
12n_386,4
12n_387,3
12n_388,2
12n_389,2
12n_390,[1;2]
12n_391,2
12n_392,1
12n_393,2
12n_394,2
12n_395,2
12n_396,[1;2]
12n_397,2
12n_398,2
12n_399,[1;2]
12n_400,1
12n_401,2
12n_402,3
12n_403,2
12n_404,[2;3]
12n_405,2
12n_406,[3;4]
12n_407,2
12n_408,[1;2]
12n_409,2
12n_410,2
12n_411,[1;2]
12n_412,1
12n_413,2
12n_414,2
12n_415,[1;2]
12n_416,[2;3]
12n_417,4
12n_418,3
12n_419,3
12n_420,2
12n_421,[1;2]
12n_422,[1;2]
12n_423,2
12n_424,1
12n_425,2
12n_426,4
12n_427,2
12n_428,3
12n_429,1
12n_430,1
12n_431,[1;2]
12n_432,[2;3]
12n_433,2
12n_434,1
12n_435,1
12n_436,2
12n_437,[1;2]
12n_438,2
12n_439,[1;3]
12n_440,2
12n_441,[2;3]
12n_442,2
12n_443,[1;3]
12n_444,[1;2]
12n_445,2
12n_446,1
12n_447,1
12n_448,[1;2]
12n_449,[1;2]
12n_450,1
12n_451,2
12n_452,[1;2]
12n_453,[3;4]
12n_454,[1;3]
12n_455,2
12n_456,[1;2]
12n_457,[1;2]
12n_458,[1;2]
12n_459,2
12n_460,2
12n_461,1
12n_462,2
12n_463,[1;2]
12n_464,1
12n_465,[1;2]
12n_466,2
12n_467,1
12n_468,1
12n_469,2
12n_470,[1;2]
12n_471,[1;2]
12n_472,5
12n_473,4
12n_474,4
12n_475,[1;2]
12n_476,2
12n_477,[3;4]
12n_478,[1;2]
12n_479,[1;2]
12n_480,2
12n_481,2
12n_482,1
12n_483,1
12n_484,1
12n_485,1
12n_486,2
12n_487,1
12n_488,1
12n_489,[1;2]
12n_490,[1;2]
12n_491,[1;2]
12n_492,1
12n_493,1
12n_494,3
12n_495,2
12n_496,3
12n_497,2
12n_498,2
12n_499,1
12n_500,[1;2]
12n_501,[1;2]
12n_502,4
12n_503,3
12n_504,1
12n_505,2
12n_506,[1;2]
12n_507,[1;2]
12n_508,2
12n_509,[2;3]
12n_510,2
12n_511,1
12n_512,2
12n_513,2
12n_514,[1;2]
12n_515,2
12n_516,2
12n_517,[1;2]
12n_518,4
12n_519,[1;2]
12n_520,[1;2]
12n_521,[1;2]
12n_522,[1;3]
12n_523,[1;2]
12n_524,[1;3]
12n_525,[1;2]
12n_526,2
12n_527,[2;3]
12n_528,3
12n_529,[1;2]
12n_530,[1;2]
12n_531,[1;3]
12n_532,[1;2]
12n_533,2
12n_534,1
12n_535,1
12n_536,1
12n_537,[1;2]
12n_538,2
12n_539,[1;2]
12n_540,2
12n_541,[1;2]
12n_542,[1;2]
12n_543,2
12n_544,[1;2]
12n_545,2
12n_546,2
12n_547,1
12n_548,[1;2]
12n_549,2
12n_550,[1;2]
12n_551,2
12n_552,1
12n_553,3
12n_554,3
12n_555,3
12n_556,3
12n_557,[2;3]
12n_558,2
12n_559,2
12n_560,1
12n_561,2
12n_562,2
12n_563,[1;2]
12n_564,[1;2]
12n_565,2
12n_566,1
12n_567,2
12n_568,[1;2]
12n_569,[1;3]
12n_570,2
12n_571,2
12n_572,1
12n_573,1
12n_574,5
12n_575,4
12n_576,4
12n_577,[1;2]
12n_578,[1;2]
12n_579,1
12n_580,2
12n_581,3
12n_582,2
12n_583,2
12n_584,1
12n_585,3
12n_586,[1;2]
12n_587,[1;2]
12n_588,1
12n_589,2
12n_590,3
12n_591,4
12n_592,2
12n_593,2
12n_594,3
12n_595,[1;2]
12n_596,2
12n_597,[1;2]
12n_598,2
12n_599,1
12n_600,[3;4]
12n_601,2
12n_602,2
12n_603,3
12n_604,2
12n_605,2
12n_606,2
12n_607,[1;2]
12n_608,[1;2]
12n_609,2
12n_610,1
12n_611,2
12n_612,2
12n_613,1
12n_614,1
12n_615,2
12n_616,1
12n_617,2
12n_618,[1;2]
12n_619,2
12n_620,1
12n_621,2
12n_622,2
12n_623,2
12n_624,3
12n_625,[1;2]
12n_626,3
12n_627,[1;2]
12n_628,1
12n_629,[1;2]
12n_630,[2;3]
12n_631,[1;3]
12n_632,[1;2]
12n_633,1
12n_634,[1;2]
12n_635,[1;2]
12n_636,2
12n_637,2
12n_638,3
12n_639,3
12n_640,4
12n_641,2
12n_642,[3;4]
12n_643,2
12n_644,3
12n_645,1
12n_646,1
12n_647,4
12n_648,3
12n_649,2
12n_650,1
12n_651,2
12n_652,2
12n_653,3
12n_654,3
12n_655,3
12n_656,1
12n_657,[1;2]
12n_658,2
12n_659,2
12n_660,3
12n_661,2
12n_662,[1;2]
12n_663,[1;2]
12n_664,[1;2]
12n_665,2
12n_666,2
12n_667,1
12n_668,2
12n_669,2
12n_670,[1;3]
12n_671,3
12n_672,2
12n_673,[1;3]
12n_674,3
12n_675,[1;3]
12n_676,[1;3]
12n_677,2
12n_678,[1;2]
12n_679,5
12n_680,4
12n_681,[1;3]
12n_682,3
12n_683,2
12n_684,2
12n_685,2
12n_686,2
12n_687,1
12n_688,5
12n_689,4
12n_690,[1;2]
12n_691,4
12n_692,4
12n_693,3
12n_694,4
12n_695,[1;2]
12n_696,3
12n_697,2
12n_698,[2;3]
12n_699,2
12n_700,[2;3]
12n_701,[2;3]
12n_702,[1;2]
12n_703,2
12n_704,1
12n_705,1
12n_706,2
12n_707,[2;3]
12n_708,[1;2]
12n_709,1
12n_710,1
12n_711,[1;2]
12n_712,2
12n_713,2
12n_714,2
12n_715,1
12n_716,[1;2]
12n_717,2
12n_718,1
12n_719,1
12n_720,2
12n_721,[1;3]
12n_722,3
12n_723,[1;2]
12n_724,2
12n_725,5
12n_726,2
12n_727,1
12n_728,[1;2]
12n_729,2
12n_730,[1;2]
12n_731,[1;2]
12n_732,1
12n_733,[1;2]
12n_734,[2;3]
12n_735,[1;2]
12n_736,1
12n_737,2
12n_738,2
12n_739,2
12n_740,1
12n_741,[1;2]
12n_742,2
12n_743,2
12n_744,2
12n_745,2
12n_746,2
12n_747,2
12n_748,1
12n_749,2
12n_750,3
12n_751,[1;2]
12n_752,2
12n_753,2
12n_754,1
12n_755,2
12n_756,2
12n_757,2
12n_758,[3;4]
12n_759,2
12n_760,2
12n_761,2
12n_762,2
12n_763,2
12n_764,[3;4]
12n_765,2
12n_766,2
12n_767,1
12n_768,[1;2]
12n_769,[2;3]
12n_770,2
12n_771,1
12n_772,[1;2]
12n_773,2
12n_774,[1;2]
12n_775,[1;2]
12n_776,[1;2]
12n_777,[1;2]
12n_778,2
12n_779,2
12n_780,[1;2]
12n_781,2
12n_782,[1;2]
12n_783,[1;2]
12n_784,[1;2]
12n_785,1
12n_786,1
12n_787,1
12n_788,[1;2]
12n_789,1
12n_790,[1;2]
12n_791,[2;3]
12n_792,[1;2]
12n_793,[2;3]
12n_794,[1;2]
12n_795,[1;2]
12n_796,[2;3]
12n_797,2
12n_798,2
12n_799,[1;2]
12n_800,[1;2]
12n_801,2
12n_802,[1;2]
12n_803,[2;3]
12n_804,[1;3]
12n_805,[2;3]
12n_806,[3;4]
12n_807,2
12n_808,[1;2]
12n_809,[1;3]
12n_810,2
12n_811,[1;3]
12n_812,[1;2]
12n_813,2
12n_814,[2;3]
12n_815,[1;2]
12n_816,1
12n_817,2
12n_818,[1;3]
12n_819,[1;2]
12n_820,3
12n_821,[1;2]
12n_822,[1;2]
12n_823,2
12n_824,[1;2]
12n_825,[1;2]
12n_826,[1;2]
12n_827,2
12n_828,1
12n_829,[1;2]
12n_830,3
12n_831,1
12n_832,2
12n_833,[1;3]
12n_834,2
12n_835,[1;2]
12n_836,2
12n_837,2
12n_838,2
12n_839,2
12n_840,2
12n_841,[1;2]
12n_842,[1;2]
12n_843,2
12n_844,[2;3]
12n_845,2
12n_846,2
12n_847,2
12n_848,2
12n_849,2
12n_850,4
12n_851,[3;4]
12n_852,1
12n_853,[1;2]
12n_854,[1;3]
12n_855,[1;3]
12n_856,[2;3]
12n_857,[1;2]
12n_858,1
12n_859,[1;3]
12n_860,2
12n_861,[1;2]
12n_862,2
12n_863,[2;3]
12n_864,[1;2]
12n_865,[1;2]
12n_866,[1;2]
12n_867,[2;3]
12n_868,[1;2]
12n_869,2
12n_870,2
12n_871,1
12n_872,[1;2]
12n_873,[1;3]
12n_874,2
12n_875,[1;2]
12n_876,2
12n_877,2
12n_878,2
12n_879,2
12n_880,[1;2]
12n_881,[2;3]
12n_882,3
12n_883,2
12n_884,1
12n_885,[1;2]
12n_886,2
12n_887,2
12n_888,5
13a_1,1
13a_2,1
13a_3,1
13a_4,[2;3]
13a_5,2
13a_6,2
13a_7,2
13a_8,3
13a_9,2
13a_10,1
13a_11,2
13a_12,[2;3]
13a_13,1
13a_14,3
13a_15,[2;3]
13a_16,[2;3]
13a_17,[2;3]
13a_18,2
13a_19,[2;3]
13a_20,2
13a_21,2
13a_22,1
13a_23,2
13a_24,2
13a_25,[2;3]
13a_26,2
13a_27,2
13a_28,2
13a_29,3
13a_30,[2;3]
13a_31,2
13a_32,2
13a_33,2
13a_34,[2;3]
13a_35,[2;3]
13a_36,2
13a_37,2
13a_38,2
13a_39,2
13a_40,[2;3]
13a_41,2
13a_42,2
13a_43,2
13a_44,2
13a_45,2
13a_46,2
13a_47,3
13a_48,[2;3]
13a_49,2
13a_50,2
13a_51,[2;3]
13a_52,2
13a_53,2
13a_54,2
13a_55,[2;3]
13a_56,[2;3]
13a_57,2
13a_58,2
13a_59,2
13a_60,[2;3]
13a_61,2
13a_62,2
13a_63,2
13a_64,2
13a_65,[2;3]
13a_66,2
13a_67,2
13a_68,2
13a_69,2
13a_70,2
13a_71,[2;3]
13a_72,2
13a_73,2
13a_74,2
13a_75,2
13a_76,2
13a_77,2
13a_78,[2;3]
13a_79,2
13a_80,2
13a_81,2
13a_82,[2;3]
13a_83,2
13a_84,2
13a_85,3
13a_86,2
13a_87,2
13a_88,2
13a_89,2
13a_90,2
13a_91,1
13a_92,1
13a_93,2
13a_94,2
13a_95,2
13a_96,[2;3]
13a_97,2
13a_98,2
13a_99,1
13a_100,2
13a_101,1
13a_102,2
13a_103,2
13a_104,2
13a_105,2
13a_106,[2;3]
13a_107,2
13a_108,2
13a_109,2
13a_110,2
13a_111,2
13a_112,[2;3]
13a_113,[2;3]
13a_114,2
13a_115,2
13a_116,[2;3]
13a_117,2
13a_118,2
13a_119,[2;3]
13a_120,[2;3]
13a_121,[2;3]
13a_122,2
13a_123,[2;3]
13a_124,[2;3]
13a_125,3
13a_126,[2;3]
13a_127,[2;3]
13a_128,2
13a_129,[2;3]
13a_130,[2;3]
13a_131,2
13a_132,3
13a_133,[2;4]
13a_134,[2;3]
13a_135,2
13a_136,[2;3]
13a_137,2
13a_138,2
13a_139,2
13a_140,[2;3]
13a_141,2
13a_142,2
13a_143,2
13a_144,2
13a_145,3
13a_146,2
13a_147,[2;3]
13a_148,[2;3]
13a_149,2
13a_150,[2;3]
13a_151,[2;3]
13a_152,[2;3]
13a_153,2
13a_154,[2;3]
13a_155,[2;3]
13a_156,[2;3]
13a_157,[2;4]
13a_158,[2;3]
13a_159,[2;3]
13a_160,[2;4]
13a_161,2
13a_162,[2;4]
13a_163,[2;3]
13a_164,1
13a_165,2
13a_166,2
13a_167,2
13a_168,2
13a_169,[3;4]
13a_170,[2;3]
13a_171,[3;4]
13a_172,[2;3]
13a_173,2
13a_174,[2;4]
13a_175,[2;3]
13a_176,3
13a_177,[2;3]
13a_178,2
13a_179,[2;3]
13a_180,2
13a_181,2
13a_182,2
13a_183,2
13a_184,2
13a_185,2
13a_186,2
13a_187,2
13a_188,2
13a_189,[2;3]
13a_190,2
13a_191,3
13a_192,[2;3]
13a_193,3
13a_194,[2;3]
13a_195,[2;4]
13a_196,2
13a_197,[2;3]
13a_198,2
13a_199,2
13a_200,2
13a_201,2
13a_202,[2;3]
13a_203,[2;4]
13a_204,2
13a_205,2
13a_206,2
13a_207,2
13a_208,2
13a_209,[2;3]
13a_210,2
13a_211,2
13a_212,2
13a_213,[2;3]
13a_214,2
13a_215,2
13a_216,2
13a_217,[2;3]
13a_218,[2;3]
13a_219,2
13a_220,2
13a_221,1
13a_222,2
13a_223,2
13a_224,2
13a_225,[2;3]
13a_226,2
13a_227,2
13a_228,2
13a_229,2
13a_230,2
13a_231,[2;3]
13a_232,[2;3]
13a_233,2
13a_234,[2;3]
13a_235,2
13a_236,[2;4]
13a_237,[2;3]
13a_238,[2;3]
13a_239,2
13a_240,1
13a_241,2
13a_242,2
13a_243,1
13a_244,2
13a_245,1
13a_246,2
13a_247,[2;4]
13a_248,[3;4]
13a_249,3
13a_250,[2;3]
13a_251,[2;3]
13a_252,2
13a_253,1
13a_254,2
13a_255,[2;3]
13a_256,2
13a_257,2
13a_258,2
13a_259,1
13a_260,2
13a_261,2
13a_262,[2;3]
13a_263,2
13a_264,2
13a_265,2
13a_266,[2;3]
13a_267,[2;3]
13a_268,2
13a_269,[2;3]
13a_270,2
13a_271,[2;4]
13a_272,2
13a_273,[2;3]
13a_274,2
13a_275,[2;4]
13a_276,[2;3]
13a_277,[2;3]
13a_278,2
13a_279,3
13a_280,2
13a_281,2
13a_282,2
13a_283,2
13a_284,[2;3]
13a_285,[2;3]
13a_286,3
13a_287,2
13a_288,2
13a_289,2
13a_290,[2;3]
13a_291,2
13a_292,2
13a_293,2
13a_294,[2;3]
13a_295,[2;3]
13a_296,2
13a_297,2
13a_298,2
13a_299,2
13a_300,1
13a_301,1
13a_302,[2;3]
13a_303,[2;3]
13a_304,2
13a_305,2
13a_306,2
13a_307,2
13a_308,2
13a_309,2
13a_310,2
13a_311,2
13a_312,[2;3]
13a_313,2
13a_314,[2;4]
13a_315,[2;3]
13a_316,2
13a_317,2
13a_318,2
13a_319,[2;3]
13a_320,[2;3]
13a_321,2
13a_322,2
13a_323,2
13a_324,2
13a_325,2
13a_326,[2;3]
13a_327,[2;3]
13a_328,2
13a_329,[2;4]
13a_330,3
13a_331,2
13a_332,1
13a_333,[2;3]
13a_334,2
13a_335,1
13a_336,[2;3]
13a_337,2
13a_338,[2;3]
13a_339,[2;4]
13a_340,2
13a_341,2
13a_342,2
13a_343,2
13a_344,2
13a_345,2
13a_346,2
13a_347,2
13a_348,2
13a_349,2
13a_350,[2;3]
13a_351,[2;3]
13a_352,2
13a_353,[2;3]
13a_354,4
13a_355,3
13a_356,2
13a_357,[3;4]
13a_358,[2;4]
13a_359,[2;3]
13a_360,[2;3]
13a_361,2
13a_362,2
13a_363,3
13a_364,2
13a_365,[2;3]
13a_366,2
13a_367,[2;3]
13a_368,3
13a_369,[2;4]
13a_370,[2;3]
13a_371,[2;3]
13a_372,2
13a_373,2
13a_374,[2;3]
13a_375,2
13a_376,2
13a_377,[2;3]
13a_378,2
13a_379,[2;4]
13a_380,[2;3]
13a_381,1
13a_382,[2;3]
13a_383,2
13a_384,[2;3]
13a_385,2
13a_386,1
13a_387,[2;3]
13a_388,2
13a_389,2
13a_390,2
13a_391,2
13a_392,2
13a_393,[2;3]
13a_394,2
13a_395,2
13a_396,2
13a_397,2
13a_398,[2;3]
13a_399,[2;3]
13a_400,4
13a_401,[2;3]
13a_402,3
13a_403,2
13a_404,2
13a_405,2
13a_406,2
13a_407,[2;3]
13a_408,2
13a_409,1
13a_410,1
13a_411,2
13a_412,[2;3]
13a_413,[2;3]
13a_414,[2;3]
13a_415,[2;3]
13a_416,3
13a_417,2
13a_418,[2;3]
13a_419,[2;3]
13a_420,[2;3]
13a_421,[2;3]
13a_422,[2;3]
13a_423,[2;3]
13a_424,2
13a_425,[3;4]
13a_426,[2;3]
13a_427,[2;3]
13a_428,2
13a_429,2
13a_430,2
13a_431,2
13a_432,2
13a_433,2
13a_434,[2;3]
13a_435,2
13a_436,[2;3]
13a_437,2
13a_438,[2;3]
13a_439,1
13a_440,[2;3]
13a_441,2
13a_442,1
13a_443,[2;3]
13a_444,2
13a_445,2
13a_446,2
13a_447,2
13a_448,[2;3]
13a_449,[2;3]
13a_450,2
13a_451,3
13a_452,2
13a_453,2
13a_454,2
13a_455,2
13a_456,2
13a_457,[2;3]
13a_458,1
13a_459,[2;3]
13a_460,2
13a_461,2
13a_462,2
13a_463,2
13a_464,1
13a_465,2
13a_466,2
13a_467,2
13a_468,[2;3]
13a_469,2
13a_470,2
13a_471,2
13a_472,2
13a_473,[2;3]
13a_474,[2;3]
13a_475,2
13a_476,[2;3]
13a_477,2
13a_478,2
13a_479,2
13a_480,[2;3]
13a_481,[2;3]
13a_482,2
13a_483,2
13a_484,2
13a_485,2
13a_486,[2;3]
13a_487,2
13a_488,2
13a_489,2
13a_490,2
13a_491,2
13a_492,2
13a_493,[2;3]
13a_494,2
13a_495,2
13a_496,[2;3]
13a_497,2
13a_498,2
13a_499,2
13a_500,2
13a_501,3
13a_502,2
13a_503,2
13a_504,2
13a_505,2
13a_506,2
13a_507,[3;4]
13a_508,2
13a_509,1
13a_510,1
13a_511,2
13a_512,2
13a_513,2
13a_514,2
13a_515,2
13a_516,2
13a_517,[3;4]
13a_518,2
13a_519,2
13a_520,2
13a_521,2
13a_522,2
13a_523,[2;3]
13a_524,2
13a_525,4
13a_526,[3;4]
13a_527,2
13a_528,[2;3]
13a_529,2
13a_530,2
13a_531,[2;3]
13a_532,[2;3]
