Name,Unknotting Number
13a_2143,2
13a_2144,2
13a_2145,2
13a_2146,1
13a_2147,2
13a_2148,4
13a_2149,[3;4]
13a_2150,2
13a_2151,2
13a_2152,[2;3]
13a_2153,[2;3]
13a_2154,3
13a_2155,2
13a_2156,[2;3]
13a_2157,3
13a_2158,[2;3]
13a_2159,[2;3]
13a_2160,2
13a_2161,2
13a_2162,2
13a_2163,2
13a_2164,2
13a_2165,2
13a_2166,2
13a_2167,2
13a_2168,2
13a_2169,2
13a_2170,2
13a_2171,2
13a_2172,2
13a_2173,[2;3]
13a_2174,2
13a_2175,3
13a_2176,[2;3]
13a_2177,1
13a_2178,2
13a_2179,2
13a_2180,2
13a_2181,[2;3]
13a_2182,2
13a_2183,2
13a_2184,2
13a_2185,[2;3]
13a_2186,2
13a_2187,1
13a_2188,2
13a_2189,1
13a_2190,2
13a_2191,[2;3]
13a_2192,2
13a_2193,[2;3]
13a_2194,[2;3]
13a_2195,[2;3]
13a_2196,2
13a_2197,3
13a_2198,2
13a_2199,2
13a_2200,2
13a_2201,2
13a_2202,1
13a_2203,[2;3]
13a_2204,2
13a_2205,2
13a_2206,2
13a_2207,2
13a_2208,[2;3]
13a_2209,2
13a_2210,[2;3]
13a_2211,2
13a_2212,2
13a_2213,1
13a_2214,2
13a_2215,2
13a_2216,3
13a_2217,2
13a_2218,1
13a_2219,2
13a_2220,2
13a_2221,2
13a_2222,2
13a_2223,2
13a_2224,2
13a_2225,2
13a_2226,2
13a_2227,1
13a_2228,[2;3]
13a_2229,2
13a_2230,2
13a_2231,2
13a_2232,2
13a_2233,2
13a_2234,2
13a_2235,2
13a_2236,2
13a_2237,2
13a_2238,[2;3]
13a_2239,2
13a_2240,2
13a_2241,2
13a_2242,2
13a_2243,2
13a_2244,2
13a_2245,2
13a_2246,[2;3]
13a_2247,2
13a_2248,2
13a_2249,2
13a_2250,2
13a_2251,2
13a_2252,2
13a_2253,2
13a_2254,1
13a_2255,2
13a_2256,3
13a_2257,1
13a_2258,2
13a_2259,2
13a_2260,2
13a_2261,2
13a_2262,2
13a_2263,[2;3]
13a_2264,[2;3]
13a_2265,2
13a_2266,2
13a_2267,2
13a_2268,[3;4]
13a_2269,[2;3]
13a_2270,2
13a_2271,2
13a_2272,2
13a_2273,2
13a_2274,2
13a_2275,[2;3]
13a_2276,2
13a_2277,[2;3]
13a_2278,2
13a_2279,1
13a_2280,3
13a_2281,2
13a_2282,2
13a_2283,2
13a_2284,[2;3]
13a_2285,4
13a_2286,3
13a_2287,3
13a_2288,2
13a_2289,[3;4]
13a_2290,[2;3]
13a_2291,[2;3]
13a_2292,2
13a_2293,2
13a_2294,2
13a_2295,[2;3]
13a_2296,2
13a_2297,2
13a_2298,3
13a_2299,2
13a_2300,2
13a_2301,[2;3]
13a_2302,2
13a_2303,2
13a_2304,2
13a_2305,2
13a_2306,2
13a_2307,2
13a_2308,2
13a_2309,3
13a_2310,[2;3]
13a_2311,1
13a_2312,2
13a_2313,2
13a_2314,2
13a_2315,2
13a_2316,2
13a_2317,[2;3]
13a_2318,2
13a_2319,2
13a_2320,2
13a_2321,2
13a_2322,2
13a_2323,2
13a_2324,2
13a_2325,3
13a_2326,[2;3]
13a_2327,[2;3]
13a_2328,[2;3]
13a_2329,2
13a_2330,2
13a_2331,2
13a_2332,2
13a_2333,[3;4]
13a_2334,[2;3]
13a_2335,2
13a_2336,[2;3]
13a_2337,1
13a_2338,2
13a_2339,2
13a_2340,1
13a_2341,1
13a_2342,[3;4]
13a_2343,2
13a_2344,2
13a_2345,1
13a_2346,2
13a_2347,1
13a_2348,2
13a_2349,2
13a_2350,2
13a_2351,2
13a_2352,2
13a_2353,[2;3]
13a_2354,2
13a_2355,2
13a_2356,[2;3]
13a_2357,2
13a_2358,3
13a_2359,[2;3]
13a_2360,[2;3]
13a_2361,2
13a_2362,2
13a_2363,1
13a_2364,2
13a_2365,[2;3]
13a_2366,[2;3]
13a_2367,[2;3]
13a_2368,1
13a_2369,2
13a_2370,2
13a_2371,2
13a_2372,2
13a_2373,[2;3]
13a_2374,2
13a_2375,3
13a_2376,[2;3]
13a_2377,2
13a_2378,2
13a_2379,[2;3]
13a_2380,1
13a_2381,[2;3]
13a_2382,2
13a_2383,2
13a_2384,2
13a_2385,1
13a_2386,[2;3]
13a_2387,2
13a_2388,2
13a_2389,2
13a_2390,3
13a_2391,[2;3]
13a_2392,2
13a_2393,2
13a_2394,2
13a_2395,[2;3]
13a_2396,[2;3]
13a_2397,1
13a_2398,2
13a_2399,[2;3]
13a_2400,[2;3]
13a_2401,2
13a_2402,2
13a_2403,2
13a_2404,2
13a_2405,[2;3]
13a_2406,2
13a_2407,2
13a_2408,2
13a_2409,[2;3]
13a_2410,2
13a_2411,2
13a_2412,[2;3]
13a_2413,2
13a_2414,2
13a_2415,1
13a_2416,2
13a_2417,[2;3]
13a_2418,2
13a_2419,2
13a_2420,2
13a_2421,[2;3]
13a_2422,[2;3]
13a_2423,2
13a_2424,2
13a_2425,2
13a_2426,2
13a_2427,2
13a_2428,2
13a_2429,2
13a_2430,2
13a_2431,1
13a_2432,[2;3]
13a_2433,2
13a_2434,[2;3]
13a_2435,1
13a_2436,[2;3]
13a_2437,2
13a_2438,[2;3]
13a_2439,2
13a_2440,1
13a_2441,[2;3]
13a_2442,[2;3]
13a_2443,2
13a_2444,2
13a_2445,[2;3]
13a_2446,2
13a_2447,[2;3]
13a_2448,2
13a_2449,[2;3]
13a_2450,2
13a_2451,[2;3]
13a_2452,2
13a_2453,[2;3]
13a_2454,2
13a_2455,2
13a_2456,2
13a_2457,2
13a_2458,2
13a_2459,2
13a_2460,1
13a_2461,2
13a_2462,3
13a_2463,2
13a_2464,[2;3]
13a_2465,2
13a_2466,1
13a_2467,2
13a_2468,2
13a_2469,2
13a_2470,2
13a_2471,2
13a_2472,2
13a_2473,2
13a_2474,3
13a_2475,[2;3]
13a_2476,2
13a_2477,2
13a_2478,[2;3]
13a_2479,2
13a_2480,2
13a_2481,2
13a_2482,2
13a_2483,2
13a_2484,2
13a_2485,[2;3]
13a_2486,2
13a_2487,2
13a_2488,[2;3]
13a_2489,2
13a_2490,2
13a_2491,1
13a_2492,2
13a_2493,[2;3]
13a_2494,2
13a_2495,1
13a_2496,2
13a_2497,2
13a_2498,2
13a_2499,2
13a_2500,2
13a_2501,2
13a_2502,[2;3]
13a_2503,2
13a_2504,2
13a_2505,1
13a_2506,2
13a_2507,[2;3]
13a_2508,2
13a_2509,2
13a_2510,[2;3]
13a_2511,2
13a_2512,[2;3]
13a_2513,2
13a_2514,2
13a_2515,2
13a_2516,3
13a_2517,[2;3]
13a_2518,2
13a_2519,1
13a_2520,[2;3]
13a_2521,2
13a_2522,1
13a_2523,2
13a_2524,2
13a_2525,2
13a_2526,2
13a_2527,2
13a_2528,2
13a_2529,2
13a_2530,2
13a_2531,[2;3]
13a_2532,2
13a_2533,[2;3]
13a_2534,2
13a_2535,[2;3]
13a_2536,3
13a_2537,2
13a_2538,4
13a_2539,3
13a_2540,1
13a_2541,[2;3]
13a_2542,2
13a_2543,2
13a_2544,2
13a_2545,[2;3]
13a_2546,2
13a_2547,2
13a_2548,3
13a_2549,2
13a_2550,[2;3]
13a_2551,2
13a_2552,2
13a_2553,2
13a_2554,2
13a_2555,1
13a_2556,2
13a_2557,[2;3]
13a_2558,2
13a_2559,[2;3]
13a_2560,[2;3]
13a_2561,2
13a_2562,2
13a_2563,1
13a_2564,2
13a_2565,2
13a_2566,2
13a_2567,2
13a_2568,[2;3]
13a_2569,2
13a_2570,2
13a_2571,2
13a_2572,2
13a_2573,[2;3]
13a_2574,[2;3]
13a_2575,2
13a_2576,1
13a_2577,2
13a_2578,2
13a_2579,2
13a_2580,2
13a_2581,2
13a_2582,1
13a_2583,2
13a_2584,2
13a_2585,2
13a_2586,2
13a_2587,1
13a_2588,2
13a_2589,2
13a_2590,1
13a_2591,[2;3]
13a_2592,1
13a_2593,2
13a_2594,[2;3]
13a_2595,[2;3]
13a_2596,2
13a_2597,2
13a_2598,2
13a_2599,2
13a_2600,[2;3]
13a_2601,2
13a_2602,2
13a_2603,2
13a_2604,2
13a_2605,2
13a_2606,[2;3]
13a_2607,2
13a_2608,2
13a_2609,2
13a_2610,[2;3]
13a_2611,[2;3]
13a_2612,1
13a_2613,[2;3]
13a_2614,[2;3]
13a_2615,2
13a_2616,[2;3]
13a_2617,2
13a_2618,[2;3]
13a_2619,2
13a_2620,[3;4]
13a_2621,2
13a_2622,[2;3]
13a_2623,[2;3]
13a_2624,2
13a_2625,1
13a_2626,2
13a_2627,2
13a_2628,[2;3]
13a_2629,2
13a_2630,2
13a_2631,2
13a_2632,[2;3]
13a_2633,2
13a_2634,[2;4]
13a_2635,2
13a_2636,[2;4]
13a_2637,2
13a_2638,2
13a_2639,2
13a_2640,2
13a_2641,2
13a_2642,2
13a_2643,2
13a_2644,[2;3]
13a_2645,2
13a_2646,2
13a_2647,3
13a_2648,2
13a_2649,2
13a_2650,2
13a_2651,1
13a_2652,1
13a_2653,2
13a_2654,2
13a_2655,2
13a_2656,2
13a_2657,2
13a_2658,1
13a_2659,2
13a_2660,2
13a_2661,2
13a_2662,2
13a_2663,[2;3]
13a_2664,2
13a_2665,2
13a_2666,2
13a_2667,[2;3]
13a_2668,2
13a_2669,2
13a_2670,2
13a_2671,1
13a_2672,2
13a_2673,1
13a_2674,2
13a_2675,2
13a_2676,2
13a_2677,2
13a_2678,2
13a_2679,2
13a_2680,2
13a_2681,2
13a_2682,1
13a_2683,2
13a_2684,2
13a_2685,3
13a_2686,2
13a_2687,2
13a_2688,2
13a_2689,3
13a_2690,2
13a_2691,2
13a_2692,1
13a_2693,2
13a_2694,2
13a_2695,[2;3]
13a_2696,3
13a_2697,[2;3]
13a_2698,[2;3]
13a_2699,1
13a_2700,2
13a_2701,1
13a_2702,2
13a_2703,2
13a_2704,1
13a_2705,4
13a_2706,3
13a_2707,1
13a_2708,1
13a_2709,[2;3]
13a_2710,[2;3]
13a_2711,[2;3]
13a_2712,2
13a_2713,2
13a_2714,2
13a_2715,1
13a_2716,1
13a_2717,2
13a_2718,1
13a_2719,2
13a_2720,[2;3]
13a_2721,2
13a_2722,2
13a_2723,2
13a_2724,4
13a_2725,[3;4]
13a_2726,2
13a_2727,[2;3]
13a_2728,[2;3]
13a_2729,1
13a_2730,2
13a_2731,1
13a_2732,2
13a_2733,2
13a_2734,2
13a_2735,2
13a_2736,1
13a_2737,1
13a_2738,1
13a_2739,1
13a_2740,2
13a_2741,2
13a_2742,2
13a_2743,1
13a_2744,2
13a_2745,[2;3]
13a_2746,2
13a_2747,2
13a_2748,[2;3]
13a_2749,2
13a_2750,1
13a_2751,3
13a_2752,2
13a_2753,[2;3]
13a_2754,2
13a_2755,2
13a_2756,2
13a_2757,2
13a_2758,4
13a_2759,[3;4]
13a_2760,[3;4]
13a_2761,[2;3]
13a_2762,2
13a_2763,3
13a_2764,2
13a_2765,2
13a_2766,[2;3]
13a_2767,[2;4]
13a_2768,2
13a_2769,2
13a_2770,2
13a_2771,2
13a_2772,[2;3]
13a_2773,[3;4]
13a_2774,2
13a_2775,2
13a_2776,1
13a_2777,[2;3]
13a_2778,2
13a_2779,[2;3]
13a_2780,[2;3]
13a_2781,2
13a_2782,2
13a_2783,3
13a_2784,[2;3]
13a_2785,[2;3]
13a_2786,2
13a_2787,2
13a_2788,2
13a_2789,2
13a_2790,2
13a_2791,1
13a_2792,1
13a_2793,2
13a_2794,[2;3]
13a_2795,[2;3]
13a_2796,2
13a_2797,1
13a_2798,2
13a_2799,[2;3]
13a_2800,2
13a_2801,2
13a_2802,2
13a_2803,3
13a_2804,3
13a_2805,[2;3]
13a_2806,1
13a_2807,[2;3]
13a_2808,2
13a_2809,[2;3]
13a_2810,2
13a_2811,2
13a_2812,2
13a_2813,[2;3]
13a_2814,[2;3]
13a_2815,2
13a_2816,3
13a_2817,[2;3]
13a_2818,2
13a_2819,2
13a_2820,2
13a_2821,[2;3]
13a_2822,[2;3]
13a_2823,4
13a_2824,3
13a_2825,3
13a_2826,2
13a_2827,2
13a_2828,1
13a_2829,4
13a_2830,3
13a_2831,3
13a_2832,[2;3]
13a_2833,3
13a_2834,[2;3]
13a_2835,2
13a_2836,1
13a_2837,[2;3]
13a_2838,2
13a_2839,2
13a_2840,2
13a_2841,[2;3]
13a_2842,2
13a_2843,[2;3]
13a_2844,2
13a_2845,3
13a_2846,2
13a_2847,2
13a_2848,3
13a_2849,2
13a_2850,[2;3]
13a_2851,3
13a_2852,1
13a_2853,2
13a_2854,2
13a_2855,2
13a_2856,4
13a_2857,[3;4]
13a_2858,3
13a_2859,[2;3]
13a_2860,2
13a_2861,2
13a_2862,2
13a_2863,2
13a_2864,3
13a_2865,[2;3]
13a_2866,2
13a_2867,[3;4]
13a_2868,2
13a_2869,1
13a_2870,3
13a_2871,[3;4]
13a_2872,[2;3]
13a_2873,2
13a_2874,2
13a_2875,2
13a_2876,2
13a_2877,[2;4]
13a_2878,3
13a_2879,[2;4]
13a_2880,3
13a_2881,2
13a_2882,[2;3]
13a_2883,2
13a_2884,3
13a_2885,[2;3]
13a_2886,[2;3]
13a_2887,2
13a_2888,[2;3]
13a_2889,2
13a_2890,[2;3]
13a_2891,2
13a_2892,2
13a_2893,1
13a_2894,[2;3]
13a_2895,2
13a_2896,2
13a_2897,[2;3]
13a_2898,[2;3]
13a_2899,2
13a_2900,2
13a_2901,2
13a_2902,2
13a_2903,1
13a_2904,1
13a_2905,1
13a_2906,2
13a_2907,[2;3]
13a_2908,2
13a_2909,2
13a_2910,[2;3]
13a_2911,[2;3]
13a_2912,3
13a_2913,2
13a_2914,2
13a_2915,1
13a_2916,2
13a_2917,[2;3]
13a_2918,1
13a_2919,2
13a_2920,2
13a_2921,2
13a_2922,2
13a_2923,3
13a_2924,2
13a_2925,2
13a_2926,2
13a_2927,[2;3]
13a_2928,2
13a_2929,2
13a_2930,2
13a_2931,[2;3]
13a_2932,2
13a_2933,[2;3]
13a_2934,3
13a_2935,2
13a_2936,2
13a_2937,[2;3]
13a_2938,2
13a_2939,2
13a_2940,1
13a_2941,2
13a_2942,2
13a_2943,4
13a_2944,3
13a_2945,3
13a_2946,2
13a_2947,2
13a_2948,3
13a_2949,2
13a_2950,2
13a_2951,[2;3]
13a_2952,2
13a_2953,2
13a_2954,4
13a_2955,[3;4]
13a_2956,2
13a_2957,[3;4]
13a_2958,2
13a_2959,2
13a_2960,2
13a_2961,3
13a_2962,2
13a_2963,1
13a_2964,2
13a_2965,[2;3]
13a_2966,1
13a_2967,2
13a_2968,1
13a_2969,1
13a_2970,4
13a_2971,2
13a_2972,2
13a_2973,2
13a_2974,2
13a_2975,3
13a_2976,2
13a_2977,[3;4]
13a_2978,2
13a_2979,2
13a_2980,3
13a_2981,[2;3]
13a_2982,3
13a_2983,3
13a_2984,[2;3]
13a_2985,2
13a_2986,2
13a_2987,2
13a_2988,[2;3]
13a_2989,2
13a_2990,2
13a_2991,[2;3]
13a_2992,2
13a_2993,2
13a_2994,2
13a_2995,1
13a_2996,[2;3]
13a_2997,2
13a_2998,2
13a_2999,2
13a_3000,2
13a_3001,2
13a_3002,2
13a_3003,2
13a_3004,2
13a_3005,1
13a_3006,3
13a_3007,3
13a_3008,2
13a_3009,1
13a_3010,[2;3]
13a_3011,2
13a_3012,2
13a_3013,1
13a_3014,2
13a_3015,3
13a_3016,2
13a_3017,1
13a_3018,3
13a_3019,[2;3]
13a_3020,2
13a_3021,[2;3]
13a_3022,2
13a_3023,3
13a_3024,2
13a_3025,2
13a_3026,1
13a_3027,2
13a_3028,2
13a_3029,[2;3]
13a_3030,[2;3]
13a_3031,2
13a_3032,2
13a_3033,1
13a_3034,[2;3]
13a_3035,2
13a_3036,2
13a_3037,2
13a_3038,[2;3]
13a_3039,[2;3]
13a_3040,4
13a_3041,2
13a_3042,3
13a_3043,2
13a_3044,[2;4]
13a_3045,2
13a_3046,[2;3]
13a_3047,2
13a_3048,2
13a_3049,1
13a_3050,1
13a_3051,2
13a_3052,2
13a_3053,2
13a_3054,[2;3]
13a_3055,2
13a_3056,2
13a_3057,2
13a_3058,2
13a_3059,4
13a_3060,[3;4]
13a_3061,1
13a_3062,2
13a_3063,2
13a_3064,2
13a_3065,[2;3]
13a_3066,2
13a_3067,2
13a_3068,2
13a_3069,2
13a_3070,2
13a_3071,2
13a_3072,[2;3]
13a_3073,[2;3]
13a_3074,2
13a_3075,1
13a_3076,1
13a_3077,2
13a_3078,2
13a_3079,1
13a_3080,2
13a_3081,2
13a_3082,1
13a_3083,2
13a_3084,2
13a_3085,2
13a_3086,2
13a_3087,1
13a_3088,2
13a_3089,[2;3]
13a_3090,[2;3]
13a_3091,2
13a_3092,5
13a_3093,4
13a_3094,4
13a_3095,[3;4]
13a_3096,4
13a_3097,3
13a_3098,[3;4]
13a_3099,3
13a_3100,[2;3]
13a_3101,4
13a_3102,3
13a_3103,[3;4]
13a_3104,2
13a_3105,2
13a_3106,1
13a_3107,[2;4]
13a_3108,2
13a_3109,[2;3]
13a_3110,5
13a_3111,4
13a_3112,4
13a_3113,4
13a_3114,3
13a_3115,3
13a_3116,4
13a_3117,[3;4]
13a_3118,[2;3]
13a_3119,2
13a_3120,[3;4]
13a_3121,[2;3]
13a_3122,2
13a_3123,3
13a_3124,2
13a_3125,4
13a_3126,4
13a_3127,3
13a_3128,3
13a_3129,3
13a_3130,[3;4]
13a_3131,[2;3]
13a_3132,5
13a_3133,4
13a_3134,3
13a_3135,4
13a_3136,3
13a_3137,3
13a_3138,2
13a_3139,3
13a_3140,4
13a_3141,3
13a_3142,2
13a_3143,1
13a_3144,2
13a_3145,2
13a_3146,[2;3]
13a_3147,[2;3]
13a_3148,2
13a_3149,[2;3]
13a_3150,1
13a_3151,2
13a_3152,2
13a_3153,2
13a_3154,2
13a_3155,2
13a_3156,[2;3]
13a_3157,2
13a_3158,[2;3]
13a_3159,[2;3]
13a_3160,2
13a_3161,[2;3]
13a_3162,2
13a_3163,2
13a_3164,3
13a_3165,2
13a_3166,[2;3]
13a_3167,[2;3]
13a_3168,[2;3]
13a_3169,[2;3]
13a_3170,[2;3]
13a_3171,2
13a_3172,[2;3]
13a_3173,2
13a_3174,[2;3]
13a_3175,[2;3]
13a_3176,[2;4]
13a_3177,[2;3]
13a_3178,2
13a_3179,[2;3]
13a_3180,2
13a_3181,2
13a_3182,[2;3]
13a_3183,2
13a_3184,[2;3]
13a_3185,2
13a_3186,2
13a_3187,[2;3]
13a_3188,[2;3]
13a_3189,[2;3]
13a_3190,[2;3]
13a_3191,[2;3]
13a_3192,[2;3]
13a_3193,2
13a_3194,2
13a_3195,2
13a_3196,2
13a_3197,2
13a_3198,[2;3]
13a_3199,2
13a_3200,2
13a_3201,1
13a_3202,2
13a_3203,2
13a_3204,2
13a_3205,[2;3]
13a_3206,3
13a_3207,2
13a_3208,2
13a_3209,1
13a_3210,2
13a_3211,2
13a_3212,[3;4]
13a_3213,1
13a_3214,2
13a_3215,2
13a_3216,2
13a_3217,[2;3]
13a_3218,2
13a_3219,2
13a_3220,[2;3]
13a_3221,2
13a_3222,[2;3]
13a_3223,2
13a_3224,2
13a_3225,[2;3]
13a_3226,2
13a_3227,2
13a_3228,2
13a_3229,[2;3]
13a_3230,3
13a_3231,1
13a_3232,[2;3]
13a_3233,[2;3]
13a_3234,3
13a_3235,2
13a_3236,[2;3]
13a_3237,2
13a_3238,2
13a_3239,2
13a_3240,2
13a_3241,[2;3]
13a_3242,2
13a_3243,2
13a_3244,3
13a_3245,1
13a_3246,2
13a_3247,2
13a_3248,[2;3]
13a_3249,[2;3]
13a_3250,2
13a_3251,[2;3]
13a_3252,2
13a_3253,2
13a_3254,2
13a_3255,[2;3]
13a_3256,[2;3]
13a_3257,[2;3]
13a_3258,2
13a_3259,[2;3]
13a_3260,[2;3]
13a_3261,[2;3]
13a_3262,3
13a_3263,2
13a_3264,2
13a_3265,[2;3]
13a_3266,2
13a_3267,2
13a_3268,[2;3]
13a_3269,[2;3]
13a_3270,[2;3]
13a_3271,2
13a_3272,2
13a_3273,1
13a_3274,[2;3]
13a_3275,2
13a_3276,2
13a_3277,[2;3]
13a_3278,2
13a_3279,2
13a_3280,2
13a_3281,[2;3]
13a_3282,2
13a_3283,3
13a_3284,1
13a_3285,2
13a_3286,2
13a_3287,2
13a_3288,2
13a_3289,2
13a_3290,2
13a_3291,2
13a_3292,2
13a_3293,2
13a_3294,2
13a_3295,2
13a_3296,2
13a_3297,[2;3]
13a_3298,2
13a_3299,[2;3]
13a_3300,2
13a_3301,2
13a_3302,[2;3]
13a_3303,2
13a_3304,2
13a_3305,2
13a_3306,2
13a_3307,1
13a_3308,[2;3]
13a_3309,3
13a_3310,[2;3]
13a_3311,1
13a_3312,2
13a_3313,2
13a_3314,1
13a_3315,2
13a_3316,2
13a_3317,2
13a_3318,2
13a_3319,2
13a_3320,2
13a_3321,2
13a_3322,2
13a_3323,2
13a_3324,2
13a_3325,[2;3]
13a_3326,4
13a_3327,3
13a_3328,2
13a_3329,3
13a_3330,3
13a_3331,2
13a_3332,2
13a_3333,[2;3]
13a_3334,2
13a_3335,2
13a_3336,4
13a_3337,3
13a_3338,4
13a_3339,2
13a_3340,3
13a_3341,2
13a_3342,2
13a_3343,[2;3]
13a_3344,2
13a_3345,2
13a_3346,[2;3]
13a_3347,2
13a_3348,2
13a_3349,2
13a_3350,2
13a_3351,2
13a_3352,2
13a_3353,1
13a_3354,[2;3]
13a_3355,2
13a_3356,2
13a_3357,2
13a_3358,3
13a_3359,2
13a_3360,2
13a_3361,1
13a_3362,1
13a_3363,2
13a_3364,[2;3]
13a_3365,2
13a_3366,3
13a_3367,2
13a_3368,2
13a_3369,2
13a_3370,2
13a_3371,[2;3]
13a_3372,2
13a_3373,[2;3]
13a_3374,2
13a_3375,2
13a_3376,[2;3]
13a_3377,5
13a_3378,4
13a_3379,4
13a_3380,5
13a_3381,4
13a_3382,2
13a_3383,2
13a_3384,1
13a_3385,2
13a_3386,2
13a_3387,2
13a_3388,2
13a_3389,2
13a_3390,2
13a_3391,2
13a_3392,2
13a_3393,2
13a_3394,2
13a_3395,2
13a_3396,2
13a_3397,2
13a_3398,2
13a_3399,2
13a_3400,2
13a_3401,2
13a_3402,2
13a_3403,2
13a_3404,2
13a_3405,2
13a_3406,2
13a_3407,[2;3]
13a_3408,[2;3]
13a_3409,2
13a_3410,2
13a_3411,2
13a_3412,2
13a_3413,[2;3]
13a_3414,2
13a_3415,2
13a_3416,2
13a_3417,[2;3]
13a_3418,2
13a_3419,2
13a_3420,2
13a_3421,[2;3]
13a_3422,2
13a_3423,2
13a_3424,2
13a_3425,2
13a_3426,2
13a_3427,2
13a_3428,2
13a_3429,2
13a_3430,2
13a_3431,2
13a_3432,1
13a_3433,2
13a_3434,1
13a_3435,2
13a_3436,2
13a_3437,1
13a_3438,1
13a_3439,2
13a_3440,2
13a_3441,2
13a_3442,1
13a_3443,2
13a_3444,[2;3]
13a_3445,2
13a_3446,2
13a_3447,1
13a_3448,2
13a_3449,2
13a_3450,2
13a_3451,[2;3]
13a_3452,[2;3]
13a_3453,[2;3]
13a_3454,2
13a_3455,2
13a_3456,2
13a_3457,3
13a_3458,2
13a_3459,2
13a_3460,4
13a_3461,3
13a_3462,2
13a_3463,2
13a_3464,[2;3]
13a_3465,2
13a_3466,2
13a_3467,1
13a_3468,2
13a_3469,2
13a_3470,2
13a_3471,2
13a_3472,2
13a_3473,2
13a_3474,2
13a_3475,2
13a_3476,[2;3]
13a_3477,2
13a_3478,2
13a_3479,2
13a_3480,2
13a_3481,2
13a_3482,[2;3]
13a_3483,2
13a_3484,2
13a_3485,2
13a_3486,1
13a_3487,1
13a_3488,2
13a_3489,1
13a_3490,2
13a_3491,2
13a_3492,2
13a_3493,2
13a_3494,2
13a_3495,[2;3]
13a_3496,[2;3]
13a_3497,2
13a_3498,[2;3]
13a_3499,2
13a_3500,2
13a_3501,2
13a_3502,2
13a_3503,2
13a_3504,[2;3]
13a_3505,2
13a_3506,2
13a_3507,2
13a_3508,2
13a_3509,2
13a_3510,2
13a_3511,[2;3]
13a_3512,[2;3]
13a_3513,2
13a_3514,2
13a_3515,[2;3]
13a_3516,2
13a_3517,2
13a_3518,2
13a_3519,2
13a_3520,2
13a_3521,2
13a_3522,2
13a_3523,1
13a_3524,2
13a_3525,2
13a_3526,2
13a_3527,2
13a_3528,2
13a_3529,[2;3]
13a_3530,3
13a_3531,[2;3]
13a_3532,2
13a_3533,2
13a_3534,2
13a_3535,2
13a_3536,[2;3]
13a_3537,2
13a_3538,2
13a_3539,2
13a_3540,2
13a_3541,2
13a_3542,1
13a_3543,2
13a_3544,2
13a_3545,2
13a_3546,2
13a_3547,1
13a_3548,2
13a_3549,[2;3]
13a_3550,2
13a_3551,[2;3]
13a_3552,1
13a_3553,[2;3]
13a_3554,2
13a_3555,2
13a_3556,2
13a_3557,2
13a_3558,2
13a_3559,2
13a_3560,[2;3]
13a_3561,[2;3]
13a_3562,[2;3]
13a_3563,2
13a_3564,[2;3]
13a_3565,2
13a_3566,2
13a_3567,[2;3]
13a_3568,[2;3]
13a_3569,2
13a_3570,2
13a_3571,2
13a_3572,1
13a_3573,2
13a_3574,2
13a_3575,2
13a_3576,2
13a_3577,[2;3]
13a_3578,2
13a_3579,3
13a_3580,2
13a_3581,[2;3]
13a_3582,2
13a_3583,2
13a_3584,1
13a_3585,2
13a_3586,2
13a_3587,3
13a_3588,2
13a_3589,3
13a_3590,2
13a_3591,1
13a_3592,2
13a_3593,[2;3]
13a_3594,[3;4]
13a_3595,[2;4]
13a_3596,[2;3]
13a_3597,[2;3]
13a_3598,2
13a_3599,3
13a_3600,2
13a_3601,[2;3]
13a_3602,2
13a_3603,3
13a_3604,2
13a_3605,[2;3]
13a_3606,2
13a_3607,[2;3]
13a_3608,[2;3]
13a_3609,[2;3]
13a_3610,2
13a_3611,2
13a_3612,2
13a_3613,[2;3]
13a_3614,2
13a_3615,2
13a_3616,2
13a_3617,3
13a_3618,2
13a_3619,1
13a_3620,2
13a_3621,2
13a_3622,2
13a_3623,2
13a_3624,2
13a_3625,2
13a_3626,2
13a_3627,2
13a_3628,1
13a_3629,2
13a_3630,2
13a_3631,2
13a_3632,2
13a_3633,2
13a_3634,1
13a_3635,2
13a_3636,2
13a_3637,2
13a_3638,2
13a_3639,2
13a_3640,2
13a_3641,2
13a_3642,2
13a_3643,2
13a_3644,2
13a_3645,2
13a_3646,2
13a_3647,2
13a_3648,2
13a_3649,2
13a_3650,1
13a_3651,2
13a_3652,2
13a_3653,[2;3]
13a_3654,2
13a_3655,1
13a_3656,2
13a_3657,2
13a_3658,1
13a_3659,2
13a_3660,2
13a_3661,2
13a_3662,2
13a_3663,2
13a_3664,2
13a_3665,2
13a_3666,2
13a_3667,[2;3]
13a_3668,2
13a_3669,2
13a_3670,2
13a_3671,1
13a_3672,1
13a_3673,2
13a_3674,2
13a_3675,2
13a_3676,2
13a_3677,1
13a_3678,2
13a_3679,2
13a_3680,1
13a_3681,2
13a_3682,2
13a_3683,1
13a_3684,1
13a_3685,[4;5]
13a_3686,[3;4]
13a_3687,[3;4]
13a_3688,[3;4]
13a_3689,[2;3]
13a_3690,[2;3]
13a_3691,[2;3]
13a_3692,[2;3]
13a_3693,[2;4]
13a_3694,[2;3]
13a_3695,2
13a_3696,2
13a_3697,3
13a_3698,[2;3]
13a_3699,2
13a_3700,2
13a_3701,[2;3]
13a_3702,2
13a_3703,3
13a_3704,[2;3]
13a_3705,[2;3]
13a_3706,[2;3]
13a_3707,2
13a_3708,1
13a_3709,2
13a_3710,2
13a_3711,2
13a_3712,[4;5]
